iterations;buffer size;without trace;with trace;overhead ratio;trace time;decode time
36000;64;5.15;62.4074;1111.7941747572816%;5.402991;62.1312
37000;64;5.2;63.792;1126.7692307692307%;5.6504;63.4283
38000;64;5.42;65.3513;1105.7435424354242%;5.6346099999999995;65.0799
39000;64;5.59;65.9544;1079.8640429338104%;5.948642;65.5753
40000;64;5.79;68.6197;1085.1416234887736%;6.339987000000001;68.3454
41000;64;6.27;70.4491;1023.5901116427433%;6.229281;70.1555
42000;64;6.53;71.4678;994.4532924961715%;6.608;71.1185
43000;64;6.42;71.9307;1020.4158878504674%;6.327395;71.6577
44000;64;6.66;73.1418;998.2252252252254%;6.490231;72.8663
45000;64;6.95;77.8878;1020.6877697841726%;6.82212;77.5965
46000;64;6.48;76.7109;1083.810185185185%;6.8893759999999995;76.4268
47000;64;7.05;77.3992;997.8609929078013%;6.896612;77.1306
48000;128;7.25;86.6276;1094.863448275862%;7.299482;86.2967
49000;128;7.52;89.8962;1095.4281914893618%;7.29675;89.5799
50000;128;7.45;90.2582;1111.5194630872481%;7.494732;89.9041
51000;128;7.6;93.4643;1129.7934210526316%;7.727661;93.0508
52000;128;7.61;94.7521;1145.0998685939553%;8.211274;94.318
53000;128;8.05;94.2939;1071.3527950310558%;7.955772;93.8629
54000;128;7.56;95.3499;1161.2420634920636%;8.460303;95.0205
55000;128;8.36;100.574;1103.0382775119617%;8.694017;100.262
56000;128;8.35;99.112;1086.9700598802397%;8.674632;98.8155
57000;128;8.35;105.533;1163.868263473054%;8.241817;105.25
58000;128;8.53;101.099;1085.216881594373%;8.750043;100.722
59000;128;8.9;109.699;1132.5730337078649%;10.342465;109.366
60000;128;9.07;105.099;1058.7541345093716%;8.900776;104.797
61000;128;8.78;108.536;1136.1731207289295%;9.470590000000001;108.24
62000;128;8.89;107.873;1113.4195725534307%;9.178329;107.541
63000;128;9.27;108.0;1065.0485436893205%;9.548014;107.666
64000;128;10.46;120.012;1047.342256214149%;12.705566;119.615
65000;128;9.59;111.243;1059.9895724713242%;9.887652999999998;110.56
66000;128;9.16;112.492;1128.0786026200874%;9.839286;112.147
67000;128;9.67;114.166;1080.620475698035%;10.027667;113.825
68000;128;9.83;115.826;1078.290946083418%;9.964325;115.518
69000;128;10.11;118.007;1067.2304648862514%;9.881429;117.716
70000;128;10.25;119.001;1060.9853658536585%;10.209886000000001;118.689
71000;128;10.35;120.219;1061.536231884058%;10.24958;119.918
72000;128;10.31;120.849;1072.1532492725507%;10.86382;120.477
73000;128;10.52;124.15;1080.133079847909%;10.944700000000001;123.846
74000;128;10.48;127.126;1113.034351145038%;11.270617;126.816
75000;128;10.86;126.031;1060.5064456721916%;11.255779;125.711
76000;128;10.63;131.648;1138.4571966133583%;11.398429;131.31
77000;128;11.25;130.257;1057.84%;11.559239;129.886
78000;128;11.33;131.149;1057.5375110326568%;11.659911;130.79
79000;128;11.38;131.809;1058.251318101933%;11.436169;131.483
80000;128;11.05;133.825;1111.0859728506784%;11.424717000000001;133.506
81000;128;11.5;134.344;1068.208695652174%;11.677764999999999;134.023
82000;128;11.71;135.905;1060.589239965841%;12.012227;135.52
83000;128;12.02;138.177;1049.5590682196341%;12.381620000000002;137.88
84000;128;12.08;138.737;1048.4850993377484%;12.479385;138.442
85000;128;11.84;140.981;1090.7179054054052%;12.509579;140.689
86000;128;12.15;142.672;1074.2551440329216%;12.71824;142.288
87000;128;12.2;152.538;1150.3114754098362%;12.850099;152.138
88000;128;12.26;146.444;1094.4861337683524%;12.941367000000001;146.003
89000;128;12.28;146.251;1090.969055374593%;13.23764;145.834
90000;128;12.81;148.176;1056.7213114754097%;13.300348000000001;147.76
91000;128;12.94;150.615;1063.948995363215%;13.287008;150.287
92000;128;14.1;153.818;990.9078014184398%;14.352091;153.508
93000;128;13.38;152.602;1040.5231689088191%;13.6817;152.311
94000;128;13.54;153.766;1035.6425406203841%;13.752819;153.379
95000;128;13.29;155.899;1073.0549285176826%;13.634773000000001;155.57
96000;256;13.95;171.156;1126.924731182796%;14.370114000000001;170.798
97000;256;14.0;170.647;1118.9071428571428%;14.337272;170.332
98000;256;13.94;174.416;1151.190817790531%;14.280243;174.042
99000;256;14.4;174.8;1113.888888888889%;15.073303;174.479
100000;256;14.31;176.728;1134.9965059399021%;14.651895999999999;176.425
101000;256;14.43;177.344;1128.9951489951488%;14.873479;177.042
102000;256;14.7;180.122;1125.3197278911568%;15.007199;179.81
103000;256;14.81;180.649;1119.7771775827143%;15.103748000000001;180.321
104000;256;14.9;180.174;1109.221476510067%;15.207772;179.823
105000;256;15.05;183.114;1116.704318936877%;14.711189;182.748
106000;256;15.07;186.025;1134.4061048440612%;15.562323;185.688
107000;256;15.24;191.348;1155.5643044619424%;15.116762;191.0
108000;256;15.45;187.624;1114.3948220064726%;15.654663;187.283
109000;256;15.7;189.458;1106.7388535031848%;16.176172;189.056
110000;256;15.74;190.419;1109.7776365946634%;15.867718;190.073
111000;256;15.81;192.496;1117.5585072738772%;16.14537;192.122
112000;256;15.54;194.43;1151.1583011583014%;16.563576;193.988
113000;256;15.97;198.651;1143.9010644959299%;16.454891999999997;198.298
114000;256;15.98;194.861;1119.4055068836044%;16.461269;194.545
115000;256;16.18;197.518;1120.7540173053153%;16.982099;197.153
116000;256;16.27;200.979;1135.2735095267362%;16.631822;200.634
117000;256;16.54;199.464;1105.9492140266022%;17.039265;199.131
118000;256;16.65;203.317;1121.1231231231234%;17.138347999999997;203.01
119000;256;17.07;206.256;1108.2952548330404%;17.557055;205.95
120000;256;17.08;206.338;1108.0679156908666%;17.619798;205.936
121000;256;17.08;208.212;1119.0398126463701%;17.462049;207.867
122000;256;17.35;209.178;1105.6368876080692%;17.82929;208.819
123000;256;18.58;211.256;1037.0075349838537%;18.529468;210.792
124000;256;17.64;211.142;1096.9501133786848%;18.234297;210.809
125000;256;18.01;212.187;1078.1621321488062%;18.040837;211.886
126000;256;18.28;214.08;1071.1159737417943%;18.126412000000002;213.666
127000;256;18.21;215.111;1081.279516749039%;18.297244;214.803
128000;256;18.16;217.498;1097.6762114537446%;18.262459;217.186
129000;256;18.44;220.465;1095.5802603036875%;18.902807;220.04
130000;256;18.31;220.095;1102.0480611687603%;19.173663;219.754
131000;256;18.25;221.406;1113.1835616438357%;18.956367999999998;221.098
132000;256;19.22;223.059;1060.556711758585%;19.110342;222.732
133000;256;19.02;224.921;1082.5499474237643%;19.294256999999998;224.524
134000;256;19.02;224.982;1082.8706624605677%;20.058513;224.668
135000;256;19.1;228.181;1094.6649214659687%;19.426227;227.841
136000;256;19.48;229.348;1077.3511293634497%;19.708448;229.002
137000;256;19.41;231.661;1093.513652756311%;19.851709;231.292
138000;256;19.72;231.556;1074.2190669371198%;19.785763;231.214
139000;256;19.88;232.63;1070.1710261569417%;20.078284999999997;232.279
140000;256;19.81;235.717;1089.8889449772844%;20.108459999999997;235.409
141000;256;20.38;237.214;1063.9548577036312%;20.4575;236.901
142000;256;19.91;238.12;1095.9819186338523%;20.934435999999998;237.808
143000;256;20.32;238.783;1075.1131889763778%;20.743325000000002;238.436
144000;256;20.38;241.279;1083.9008832188422%;21.017937;240.881
145000;256;20.22;242.968;1101.62215628091%;21.003872;242.616
146000;256;20.63;257.232;1146.8831798351919%;21.26248;256.887
147000;256;21.61;245.781;1037.348449791763%;21.323612;245.458
148000;256;20.97;246.082;1073.4954697186458%;21.511417;245.685
149000;256;20.94;248.562;1087.0200573065904%;21.844739;248.186
150000;256;21.5;257.039;1095.5302325581395%;21.27956;256.692
151000;256;21.89;252.093;1051.6354499771585%;21.794625;251.71
152000;256;21.36;253.122;1085.0280898876404%;22.054888000000002;252.673
153000;256;21.59;253.84;1075.7295044001853%;22.391997;253.495
154000;256;21.9;257.939;1077.8036529680367%;22.19284;257.547
155000;256;21.61;259.738;1101.9342896807034%;22.376387;259.321
156000;256;22.17;259.216;1069.2196662156066%;22.665986;258.469
157000;256;22.58;259.881;1050.9344552701507%;22.368657000000002;259.503
158000;256;22.2;261.7;1078.8288288288288%;22.780749999999998;261.352
159000;256;22.42;263.08;1073.416592328278%;22.759553;262.733
160000;256;23.08;264.155;1044.5190641247834%;22.751481;263.8
161000;256;22.74;265.847;1069.0721196130166%;23.143023000000003;265.502
162000;256;22.88;267.996;1071.3111888111887%;23.182677;267.644
163000;256;23.27;267.31;1048.732273313279%;23.037796999999998;266.947
164000;256;23.18;269.211;1061.393442622951%;23.447222;268.847
165000;256;23.12;272.182;1077.2577854671279%;24.170016999999998;271.839
166000;256;23.2;270.867;1067.5301724137933%;24.062559;270.142
167000;256;23.51;273.503;1063.34751169715%;24.397374;273.177
168000;256;23.57;344.928;1363.4196011879508%;24.331814;344.565
169000;256;24.4;276.378;1032.6967213114754%;24.41102;276.004
170000;256;24.08;281.081;1067.2799003322261%;24.766166;280.764
171000;256;24.83;283.021;1039.8348771647204%;25.216724;282.66
172000;256;24.62;284.523;1055.6580016246953%;24.49362;284.165
173000;256;24.59;283.997;1054.928832858886%;24.568406;283.549
174000;256;24.52;282.8;1053.3442088091356%;25.127975000000003;282.395
175000;256;24.98;285.808;1044.1473178542833%;25.481659;285.46
176000;256;25.0;286.659;1046.636%;25.287605;286.316
177000;256;25.11;287.695;1045.7387495021903%;25.393974;287.385
178000;256;25.18;290.61;1054.130262112788%;25.762674;290.257
179000;256;25.1;298.116;1087.7131474103583%;25.659941;297.76
180000;256;25.72;297.637;1057.2200622083983%;25.815207;297.328
181000;256;25.97;293.563;1030.3927608779359%;25.827942999999998;293.254
182000;256;25.5;296.595;1063.1176470588236%;26.478139;296.258
183000;256;25.95;300.34;1057.3795761078998%;26.410784000000003;299.959
184000;256;26.04;298.913;1047.899385560676%;25.98863;298.571
185000;256;25.67;303.298;1081.5270744059212%;26.918544;302.955
186000;256;26.37;301.129;1041.9378081152825%;27.070664;300.785
187000;256;26.25;303.935;1057.847619047619%;26.818313;303.601
188000;256;26.12;304.943;1067.469372128637%;27.21744;304.629
189000;256;26.47;309.827;1070.4835663014733%;26.327592;309.476
190000;512;26.7;343.406;1186.1647940074909%;27.136691;343.01
191000;512;26.92;335.396;1145.898959881129%;27.600147999999997;335.033
192000;512;26.67;337.174;1164.2444694413196%;27.566296;336.74
193000;512;27.06;336.399;1143.159645232816%;27.442783;335.914
194000;512;26.9;336.204;1149.8289962825281%;27.790653;335.842
195000;512;27.34;341.735;1149.945135332846%;27.861683;341.389
196000;512;27.61;347.781;1159.6197030061571%;28.28363;347.416
197000;512;27.59;344.667;1149.2461036607465%;28.009264;344.271
198000;512;28.14;359.353;1177.0184790334044%;28.585784;358.942
199000;512;27.78;347.212;1149.8632109431246%;28.324765;346.84
200000;512;28.13;349.623;1142.8830430145752%;28.324334;349.186
201000;512;28.67;349.778;1120.0139518660621%;29.255171999999998;349.39
202000;512;28.61;350.659;1125.651869975533%;28.888564000000002;350.219
203000;512;28.69;354.548;1135.7894736842106%;28.875006000000003;354.099
204000;512;29.12;355.695;1121.4800824175823%;29.443633;355.279
205000;512;28.93;356.058;1130.756999654338%;29.053165;355.67
206000;512;28.99;355.011;1124.5981372887204%;29.209251;354.618
207000;512;29.36;362.873;1135.9434604904632%;29.629179;362.517
208000;512;29.86;357.724;1098.0040187541863%;29.727725;357.365
209000;512;29.53;361.584;1124.4632577040297%;29.860063;361.133
210000;512;29.86;361.691;1111.2893503014063%;30.280428;361.295
211000;512;29.65;362.945;1124.097807757167%;30.211425000000002;362.518
212000;512;29.59;367.313;1141.3416694829334%;30.275826;366.61
213000;512;30.35;364.901;1102.309719934102%;29.940049;364.505
214000;512;30.59;367.35;1100.882641386074%;29.966656;366.976
215000;512;30.26;367.482;1114.4150693985462%;31.02422;367.105
216000;512;30.52;367.878;1105.3669724770643%;31.047768;367.53
217000;512;33.99;370.367;989.6351868196527%;31.190499000000003;370.017
218000;512;30.7;374.267;1119.1107491856678%;31.171477999999997;373.789
219000;512;30.73;375.789;1122.873413602343%;31.406325000000002;375.432
220000;512;30.76;375.309;1120.1202860858257%;31.744788;374.914
221000;512;31.04;382.934;1133.6791237113403%;31.577956;382.582
222000;512;34.26;379.528;1007.7875072971397%;31.745966000000003;379.171
223000;512;31.59;383.956;1115.4352643241534%;32.076531;383.593
224000;512;31.89;387.668;1115.6412668548135%;32.024243;387.303
225000;512;31.85;385.769;1111.2056514913656%;32.219905000000004;385.331
226000;512;32.47;384.093;1082.9165383430861%;32.483101000000005;383.659
227000;512;32.73;386.346;1080.403299725023%;32.640446;385.567
228000;512;32.72;389.562;1090.5929095354522%;32.675086;389.198
229000;512;33.16;388.187;1070.6483715319666%;32.89835;387.792
230000;512;33.1;389.86;1077.8247734138972%;32.717361999999994;389.484
231000;512;32.86;394.824;1101.533779671333%;33.120172000000004;394.455
232000;512;32.89;397.742;1109.3098206141685%;33.274496;397.347
233000;512;32.9;400.254;1116.5775075987845%;33.49316;399.861
234000;512;33.15;400.296;1107.5294117647059%;33.240261;399.935
235000;512;33.53;398.957;1089.8508798091261%;33.575311;398.6
236000;512;33.73;398.842;1082.4547880225318%;33.945737;398.47
237000;512;36.2;403.654;1015.0662983425415%;34.048272;403.233
238000;512;33.92;408.642;1104.7228773584905%;34.268522000000004;408.251
239000;512;33.81;406.511;1102.3395445134574%;33.952196;406.12
240000;512;34.29;407.427;1088.180227471566%;34.175585999999996;407.065
241000;512;34.07;407.182;1095.1335485764603%;34.787171;406.781
242000;512;34.46;407.437;1082.3476494486363%;34.441097;407.006
243000;512;39.52;412.299;943.2667004048583%;34.607980999999995;411.916
244000;512;35.0;412.42;1078.3428571428572%;34.545573000000005;412.004
245000;512;34.69;412.561;1089.2793312193714%;34.878491;412.172
246000;512;35.28;413.903;1073.1944444444446%;35.337318;413.504
247000;512;35.96;421.476;1072.0689655172414%;35.567218000000004;421.093
248000;512;35.52;419.841;1081.9847972972973%;35.802231;419.421
249000;512;38.58;427.137;1007.1461897356144%;35.237517000000004;426.775
250000;512;35.51;423.343;1092.1796676992399%;35.869479;422.977
251000;512;35.49;424.84;1097.069597069597%;35.38445900000001;424.479
252000;512;36.07;425.098;1078.5361796506793%;36.291074;424.732
253000;512;36.14;428.454;1085.539568345324%;36.114798;428.002
254000;512;36.34;428.067;1077.94991744634%;36.436936;427.675
255000;512;36.48;433.563;1088.4950657894738%;36.261566;433.167
256000;512;36.44;431.606;1084.4291986827664%;36.67672399999999;431.185
257000;512;36.34;431.497;1087.3885525591634%;36.359498;431.061
258000;512;36.58;430.285;1076.2848551120833%;36.559007;429.817
259000;512;37.25;433.836;1064.660402684564%;36.556593;433.488
260000;512;37.3;443.778;1089.7533512064344%;36.959838000000005;443.238
261000;512;37.39;447.628;1097.18641347954%;37.089819;447.142
262000;512;37.06;440.777;1089.3604964921747%;37.420987000000004;440.403
263000;512;37.38;444.318;1088.6516853932583%;37.526966;443.898
264000;512;37.5;444.829;1086.2106666666668%;38.122162;444.34
265000;512;37.79;447.251;1083.5168033871394%;38.15709;446.813
266000;512;37.68;448.706;1090.8333333333333%;38.135359;448.25
267000;512;38.25;442.711;1057.4143790849673%;37.974765;442.339
268000;512;38.23;444.607;1062.979335600314%;38.868562999999995;444.206
269000;512;38.5;449.071;1066.418181818182%;38.123612;448.651
270000;512;38.6;455.605;1080.3238341968913%;39.424724;455.166
271000;512;38.21;451.669;1082.0701387071447%;38.552695;451.309
272000;512;38.67;462.988;1097.2795448668217%;39.531931;462.565
273000;512;38.59;460.84;1094.1953874060637%;39.144978;460.388
274000;512;39.47;462.19;1070.9906257917407%;39.675081999999996;461.798
275000;512;39.03;459.7;1077.8119395336919%;39.345454;459.301
276000;512;38.95;468.164;1101.961489088575%;39.62599;467.365
277000;512;39.87;475.47;1092.55079006772%;39.804277;475.115
278000;512;39.52;475.91;1104.2257085020242%;40.565135;475.5
279000;512;40.27;472.754;1073.9607648373478%;40.803816;472.317
280000;512;39.16;476.59;1117.032686414709%;39.982386000000005;476.195
281000;512;39.52;471.308;1092.580971659919%;41.813914000000004;470.944
282000;512;39.88;494.184;1139.1775325977933%;40.336048999999996;493.75
283000;512;39.43;487.077;1135.295460309409%;40.946495000000006;486.316
284000;512;41.56;479.721;1054.2853705486043%;41.351601;479.317
285000;512;40.62;474.938;1069.2220580994585%;41.210035000000005;474.542
286000;512;40.53;478.728;1081.1695040710583%;41.220952999999994;478.306
287000;512;41.11;478.818;1064.7239114570664%;41.217724000000004;478.456
288000;512;41.35;481.745;1065.042321644498%;41.665473;481.374
289000;512;41.02;480.48;1071.331058020478%;41.275203;480.062
290000;512;41.09;483.006;1075.48308590898%;40.847464;482.652
291000;512;41.45;488.301;1078.0482509047044%;42.029389;487.911
292000;512;41.42;488.499;1079.379526798648%;41.562504000000004;488.12
293000;512;41.3;486.433;1077.8038740920097%;41.73993;486.067
294000;512;41.23;490.589;1089.8835799175358%;41.856113;490.154
295000;512;42.12;490.493;1064.5132953466286%;42.350766;490.069
296000;512;42.27;488.615;1055.9380175065057%;42.631758999999995;488.222
297000;512;42.6;494.56;1060.9389671361503%;42.756987;494.168
298000;512;42.33;491.973;1062.2324592487598%;42.627753;491.513
299000;512;43.13;494.08;1045.5599350799905%;43.991142;493.7
300000;512;43.05;496.838;1054.095238095238%;42.999693;496.444
301000;512;43.35;497.201;1046.945790080738%;43.152086;496.787
302000;512;42.8;500.514;1069.4252336448599%;43.563992;500.137
303000;512;42.68;503.325;1079.2994376757265%;43.459779;502.928
304000;512;43.87;504.018;1048.889901983132%;43.690823;503.632
305000;512;43.72;508.163;1062.3124428179322%;43.687719;507.804
306000;512;43.86;509.161;1060.877792977656%;43.881017;508.742
307000;512;44.17;517.752;1072.1802128141271%;44.766292;517.027
308000;512;43.6;510.422;1070.6926605504586%;43.854196;510.076
309000;512;43.64;519.895;1091.326764436297%;44.013493999999994;519.531
310000;512;44.23;512.564;1058.8605019217725%;44.690615;512.193
311000;512;44.47;511.881;1051.0703845288958%;44.306418;511.484
312000;512;45.13;515.338;1041.8967427431862%;44.336769000000004;514.976
313000;512;45.33;518.405;1043.6245312155306%;45.565184;518.039
314000;512;44.91;514.39;1045.3796481852596%;44.636169;513.943
315000;512;44.89;519.503;1057.280017821341%;44.498387;519.134
316000;512;44.92;524.928;1068.5841495992875%;45.250889;524.516
317000;512;45.47;525.143;1054.9219265449747%;45.608193;524.778
318000;512;45.0;526.151;1069.2244444444443%;45.773973999999995;525.777
319000;512;45.98;524.33;1040.343627664202%;45.820741999999996;523.923
320000;512;45.49;528.16;1061.0463838206197%;45.818627;527.675
321000;512;45.38;698.338;1438.867342441604%;45.906782;697.978
322000;512;45.49;533.435;1072.6423389755987%;45.927229000000004;532.656
323000;512;46.31;535.613;1056.581731807385%;46.30169;535.201
324000;512;46.57;536.455;1051.9325746188536%;46.526481999999994;536.051
325000;512;46.55;538.563;1056.955961331901%;46.681656000000004;538.193
326000;512;46.86;538.805;1049.8186086214255%;46.418350999999994;538.359
327000;512;47.03;537.832;1043.5934509887306%;46.599447999999995;537.464
328000;512;46.69;539.799;1056.1340758192334%;46.78011;539.402
329000;512;46.91;545.508;1062.8821146877%;46.476383999999996;545.114
330000;512;47.1;561.376;1091.8811040339701%;46.684318999999995;560.942
331000;512;47.65;552.173;1058.8100734522561%;47.976745;551.793
332000;512;47.16;555.829;1078.6026293469042%;48.020865;555.465
333000;512;47.19;573.154;1114.5666454757363%;47.021896;572.743
334000;512;47.35;552.461;1066.7602956705387%;49.362299;552.042
335000;512;46.53;551.173;1084.554051149796%;47.093937;550.689
336000;512;48.01;556.171;1058.4482399500105%;47.844751;555.721
337000;512;47.98;568.991;1085.8920383493123%;48.19098;568.59
338000;512;47.84;560.207;1071.0012541806018%;48.500996;559.769
339000;512;48.26;558.685;1057.6564442602569%;50.554232;558.309
340000;512;48.24;569.708;1080.9867330016582%;48.69723;569.354
341000;512;48.72;566.153;1062.0545977011493%;48.332037;565.701
342000;512;48.78;556.848;1041.5498154981549%;48.967396;556.415
343000;512;48.89;571.849;1069.6645530783392%;49.008610999999995;571.35
344000;512;49.24;567.915;1053.3610885458975%;49.204043999999996;567.548
345000;512;49.32;569.939;1055.5940794809405%;49.455734;569.579
346000;512;49.27;570.158;1057.211284757459%;49.302108999999994;569.365
347000;512;49.05;571.37;1064.8725790010194%;49.004983;570.954
348000;512;49.46;569.533;1051.5022240194096%;49.589403;569.141
349000;512;49.79;569.353;1043.5087366941152%;49.533043;568.866
350000;512;49.17;573.115;1065.57860484035%;49.370225000000005;572.678
351000;512;50.05;581.662;1062.1618381618384%;49.431743000000004;581.302
352000;512;49.64;574.774;1057.8847703464949%;49.823771;574.358
353000;512;49.9;579.557;1061.4368737474952%;50.451355;579.147
354000;512;50.72;585.323;1054.0279968454256%;50.597278;584.967
355000;512;50.65;576.534;1038.2704837117471%;50.964729999999996;576.099
356000;512;50.79;585.248;1052.2898208308725%;50.184293000000004;584.855
357000;512;51.03;584.474;1045.3537135018616%;50.503858;584.089
358000;512;50.9;585.148;1049.6031434184679%;50.40582;584.711
359000;512;51.16;592.752;1058.6239249413604%;51.409936;592.356
360000;512;51.6;584.293;1032.3507751937984%;50.925011999999995;583.895
361000;512;50.78;594.554;1070.842851516345%;51.355866000000006;594.143
362000;512;50.93;591.002;1060.420184567053%;51.458872;590.507
363000;512;51.86;593.648;1044.7126880061705%;52.2682;593.283
364000;512;51.46;593.069;1052.4854255732607%;51.628651999999995;592.654
365000;512;52.05;584.358;1022.6858789625361%;52.478251;583.954
366000;512;52.17;599.424;1048.9821736630247%;51.640199;598.995
367000;512;52.66;595.288;1030.4367641473607%;51.993089;594.914
368000;512;51.94;600.069;1055.3118983442432%;52.574349999999995;599.573
369000;512;51.83;600.883;1059.3343623384142%;52.588516;600.437
370000;512;53.02;616.347;1062.4801961523951%;52.446529999999996;615.954
371000;512;52.41;605.495;1055.3043312344973%;52.62138;605.03
372000;512;52.45;608.275;1059.7235462345088%;53.079668999999996;607.821
373000;512;52.34;604.437;1054.828047382499%;52.883863999999996;604.072
374000;512;53.27;609.121;1043.4597334334521%;52.673596;608.681
375000;512;52.84;610.336;1055.0643451930355%;53.798316;609.934
376000;512;53.43;608.408;1038.7011042485497%;53.608232;608.059
377000;512;53.11;615.254;1058.452268875918%;53.536391;614.859
378000;512;53.94;614.99;1040.137189469781%;53.98342;614.583
379000;512;53.72;619.384;1052.9858525688758%;53.757177999999996;618.985
380000;1024;54.09;675.478;1148.8038454427804%;54.618049;675.015
381000;1024;53.96;675.123;1151.1545589325426%;53.740223;674.606
382000;1024;54.13;682.137;1160.1828930352851%;54.38314;681.665
383000;1024;53.88;677.907;1158.1792873051227%;55.308310000000006;677.288
384000;1024;54.69;686.45;1155.1654781495704%;55.106677;686.011
385000;1024;54.74;679.005;1140.4183412495433%;54.727172;678.515
386000;1024;54.92;679.739;1137.6893663510562%;54.919783;679.281
387000;1024;55.2;684.475;1139.9909420289853%;54.962932;683.971
388000;1024;58.49;682.54;1066.9345187211488%;56.107278;682.056
389000;1024;55.87;688.35;1132.0565598711294%;55.994871;687.863
390000;1024;55.88;686.897;1129.235862562634%;55.025967;686.407
391000;1024;56.14;701.13;1148.8956180976131%;56.09346;700.644
392000;1024;55.72;690.291;1138.856783919598%;56.161693;689.792
393000;1024;56.11;694.763;1138.2160042773125%;55.363333;694.275
394000;1024;56.28;689.207;1124.6037668798863%;56.083715;688.76
395000;1024;56.46;694.734;1130.488841657811%;56.469068;694.225
396000;1024;56.51;698.415;1135.9139975225623%;55.883792;697.948
397000;1024;57.24;698.875;1120.9556254367576%;56.690461;698.356
398000;1024;56.75;703.137;1139.0079295154185%;56.851265000000005;702.27
399000;1024;57.47;711.972;1138.8585348877675%;56.474993;711.519
400000;1024;56.16;708.449;1161.4832621082621%;57.545688;707.978
401000;1024;57.68;708.762;1128.7829403606102%;56.959943;708.292
402000;1024;57.0;746.51;1209.6666666666665%;89.4867;714.864
403000;1024;57.14;710.779;1143.9254462723136%;58.109248;710.285
404000;1024;57.5;713.96;1141.6695652173914%;57.754205;713.454
405000;1024;57.52;711.454;1136.8810848400556%;57.524905;710.897
406000;1024;58.47;716.993;1126.2579100393366%;57.802794999999996;716.471
407000;1024;57.74;724.383;1154.5600969864913%;57.9789;723.89
408000;1024;57.67;715.135;1140.0468181029999%;58.476380999999996;714.517
409000;1024;58.07;718.04;1136.5076631651452%;58.246814;717.562
410000;1024;58.71;719.238;1125.0689831374552%;59.10947;718.721
411000;1024;59.13;730.104;1134.743784880771%;59.48977;729.651
412000;1024;59.07;728.191;1132.7594379549687%;58.816219000000004;727.742
413000;1024;58.42;729.214;1148.226634714139%;60.111265;728.751
414000;1024;58.84;724.92;1132.019034670292%;58.660582;724.394
415000;1024;59.84;734.079;1126.7362967914437%;60.368941;733.577
416000;1024;58.73;730.388;1143.6369828026563%;59.303851;729.826
417000;1024;59.11;733.06;1140.1624090678395%;59.391345;732.62
418000;1024;59.52;794.682;1235.1512096774193%;116.9932;745.852
419000;1024;58.92;734.885;1147.2589952477936%;59.79287600000001;734.394
420000;1024;59.63;742.376;1144.9706523561965%;59.599275;741.587
421000;1024;59.68;736.801;1134.586126005362%;60.02468;736.283
422000;1024;60.71;737.333;1114.5165541097017%;60.531381;736.889
423000;1024;59.98;741.432;1136.1320440146717%;60.742663;740.956
