iterations;buffer size;without trace;with trace;overhead ratio;trace time;decode time
396000;1024;5507.94;11462.2;108.10321100084607%;6021.814074999999;11461.7
397000;1024;5539.87;9889.18;78.50924299667683%;6061.476817;9888.69
398000;1024;5531.09;10640.9;92.38341809661385%;5904.2724069999995;10640.4
399000;1024;5503.75;10406.0;89.0710878946173%;6119.726948;10405.6
400000;1024;5546.97;11742.4;111.69034626111191%;6055.715332000001;11741.9
401000;1024;5604.15;13579.4;142.3097169062213%;6181.566781;13578.9
402000;1024;5605.87;9700.59;73.04343482813552%;5914.320403;9700.1
403000;1024;5564.05;11043.5;98.47952480657075%;5993.697288;11043.0
404000;1024;5584.23;10660.5;90.903669798701%;6204.065688000001;10660.0
405000;1024;5592.86;14007.9;150.46040844934436%;6075.7951760000005;14007.4
406000;1024;5625.19;12871.2;128.81360451824742%;6114.250766;12870.6
407000;1024;5663.4;10193.7;79.99258396016529%;6047.523625;10193.2
408000;1024;5628.26;10861.1;92.97438284656359%;6124.788277000001;10860.6
409000;1024;5694.02;10796.1;89.60418122872767%;6151.030312;10795.5
410000;1024;5711.42;11835.5;107.22517342447237%;6261.779025;11835.0
411000;1024;5666.76;10241.2;80.72408219158744%;6122.608082000001;10240.6
412000;1024;5692.74;10257.8;80.19090982549703%;6169.551171;10257.4
413000;1024;5708.55;13701.6;140.01891898993614%;6313.156649;13701.1
414000;1024;5783.91;11019.4;90.51817887899361%;6197.938959;11018.9
415000;1024;5732.43;10145.4;76.98253620192482%;6184.298986000001;10144.9
416000;1024;5798.01;13005.3;124.30627059974024%;6413.440087;13004.7
417000;1024;5815.44;11226.1;93.03956364436743%;6216.842093;11225.6
418000;1024;5804.12;10802.6;86.11951510306473%;6336.033322;10801.7
419000;1024;5841.28;10292.4;76.20110660677112%;6409.798943;10291.9
420000;1024;5853.5;10330.9;76.49098829759971%;6312.916828;10330.3
421000;1024;5837.6;11841.2;102.84363437028917%;6434.184840999999;11840.8
422000;1024;5831.63;10255.2;75.85477816665325%;6279.32115;10254.7
423000;1024;5872.69;13042.4;122.08562004805295%;6289.5933079999995;13041.9
424000;1024;5927.97;10824.6;82.60213867479087%;6385.270398;10824.1
425000;1024;5863.64;12071.6;105.8721203893827%;6278.722397;12071.1
426000;1024;5895.5;12206.4;107.04605207361546%;6432.7353029999995;12205.9
427000;1024;5966.05;11698.5;96.08451152772773%;6471.902761;11698.0
428000;1024;5906.94;12162.8;105.90695012984727%;6461.073713;12162.2
429000;1024;5990.37;11852.4;97.85756138602457%;6466.178411;11852.0
430000;1024;6000.48;10760.8;79.33232008106017%;6428.854558;10760.3
431000;1024;5937.81;12763.7;114.95635596288867%;6391.165149;12763.2
432000;1024;5938.81;10965.0;84.63294835160579%;6485.031123;10964.5
433000;1024;6033.53;11184.3;85.36909570351021%;6605.592508;11183.7
434000;1024;6054.22;13549.1;123.7959638070635%;6500.778513;13548.6
435000;1024;5978.15;11183.7;87.07626941445098%;6526.729528;11183.2
436000;1024;6077.59;10841.9;78.39143476279247%;6450.908593;10841.4
437000;1024;6102.47;11388.6;86.6227937212309%;6584.3745850000005;11388.1
438000;1024;6136.83;11466.3;86.84402207654439%;6578.418860000001;11465.9
439000;1024;6057.92;12905.3;113.03186572288837%;6758.9668489999995;12904.7
440000;1024;6083.96;15367.2;152.58548708407028%;6854.248707000001;15366.7
441000;1024;6148.28;10694.8;73.94783581749692%;6565.386156;10694.3
442000;1024;6139.08;10957.7;78.49091394801829%;6529.678405;10957.2
443000;1024;6113.5;13785.4;125.49112619612333%;6608.922376;13784.9
444000;1024;6136.84;14570.0;137.41860631856133%;6508.558608;14569.4
445000;1024;6117.9;13460.9;120.02484512659572%;6272.622152;13460.4
446000;1024;6150.97;10849.0;76.37868498789621%;6555.2033759999995;10848.5
447000;1024;6217.81;10727.4;72.52698297310467%;6765.201919;10726.9
448000;1024;6238.37;11337.9;81.74459033369294%;6697.23658;11337.3
449000;1024;6272.39;13801.9;120.04212110535218%;6566.455287;13801.4
450000;1024;6278.2;11350.9;80.79863655187792%;6635.738097;11350.4
451000;1024;6270.34;12256.9;95.47424860533877%;6613.357989;12256.3
452000;1024;6371.86;14978.8;135.07735574855693%;6725.650028;14978.3
453000;1024;6316.45;15117.4;139.33380300643557%;6697.695359;15116.9
454000;1024;6337.78;11507.8;81.574620766262%;6706.536589;11507.3
455000;1024;6276.49;11208.9;78.58548328763369%;6499.504384;11208.5
456000;1024;6306.25;11250.3;78.39920713577798%;6819.571758;11249.8
457000;1024;6315.77;14839.9;134.96580781124072%;6887.305547;14839.4
458000;1024;6303.36;12010.0;90.53330287338817%;6822.822056;12009.5
459000;1024;6325.74;12460.6;96.98248742439621%;6941.379817;12460.1
460000;1024;6330.35;12403.0;95.92913503992669%;6942.7627680000005;12402.4
461000;1024;6363.39;13647.8;114.47373176875846%;7096.484725;13647.1
462000;1024;6383.05;11426.0;79.00533444043208%;6977.088977;11425.5
463000;1024;6367.97;12650.6;98.65985549555039%;7032.582172;12650.1
464000;1024;6388.96;13403.8;109.79627357191153%;7228.325244;13403.3
465000;1024;6413.31;13719.9;113.92853300401819%;6868.208462;13719.2
466000;1024;6481.27;13443.4;107.4192249358536%;7181.807331;13443.0
467000;1024;6474.02;16109.6;148.83457264574403%;7062.340656;16109.2
468000;1024;6500.09;12433.3;91.2788899846002%;6866.998593;12432.8
469000;1024;6474.17;13699.9;111.60859229831776%;7231.234736;13699.4
470000;1024;6460.53;13875.6;114.77494880450988%;7006.856656;13875.1
471000;1024;6552.79;13398.3;104.46710485152124%;7207.02075;13397.8
472000;1024;6491.4;13840.3;113.20978525433651%;7146.108808;13839.8
473000;1024;6528.96;17993.2;175.59059942165368%;7098.919952;17992.7
474000;1024;6600.74;11258.0;70.5566345591555%;7027.71799;11257.4
475000;1024;6598.0;8586.5;30.137920581994543%;7110.150842;8586.01
476000;1024;6638.41;14053.6;111.7012959428538%;7291.596651;14053.1
477000;1024;6653.5;17126.0;157.39836176448486%;7306.113039000001;17125.5
478000;1024;6664.42;13306.7;99.66778804457103%;7314.4830919999995;13306.2
479000;1024;6639.01;14641.6;120.5389056500894%;7462.447668999999;14640.8
480000;1024;6676.29;13813.2;106.89934080155297%;7065.355428;13812.7
481000;1024;6690.44;12646.7;89.02643174439949%;7272.631212;12646.2
482000;1024;6730.83;14243.4;111.61431799644323%;7137.920245;14242.9
483000;1024;6648.48;15246.6;129.32459750198544%;7111.282909;15246.1
484000;1024;6735.02;13415.7;99.19317240334846%;7301.932338;13415.1
485000;1024;6750.34;12682.2;87.87498111206251%;7224.01051;12681.7
486000;1024;6710.1;12256.4;82.65599618485565%;7423.640812000001;12255.9
487000;1024;6703.11;11739.3;75.13214015583812%;7321.078138;11738.8
488000;1024;6813.28;13663.4;100.54070873353216%;7237.419531;13662.8
489000;1024;6804.57;16243.8;138.71897856881478%;7299.595429;16243.3
490000;1024;6829.46;11464.8;67.87271614446821%;7376.268035;11464.3
491000;1024;6837.41;13370.3;95.54626678815515%;7377.222817999999;13369.8
492000;1024;6833.84;12108.9;77.19027662339182%;7304.394878;12108.4
493000;1024;6801.17;11873.9;74.5861373851852%;7386.372645;11873.4
494000;1024;6887.91;14496.0;110.45571152933182%;7389.494395000001;14495.5
495000;1024;6823.01;16158.3;136.82069936875365%;7575.911859;16157.8
496000;1024;6830.32;15432.5;125.94109792806194%;7633.738934;15431.9
497000;1024;6867.85;12267.6;78.62358671199866%;7459.98902;12267.1
498000;1024;6956.35;12703.7;82.62019593608717%;7433.059435;12703.2
499000;1024;6897.44;12703.3;84.17412837226566%;7517.742313;12702.9
500000;1024;6975.88;15117.7;116.71387695889266%;7711.103753;15117.1
501000;1024;6972.63;15307.6;119.53839512493853%;7608.497272;15307.1
502000;1024;7001.23;12459.5;77.96158674975683%;7638.103583;12459.0
503000;1024;6923.6;12654.0;82.7661909989023%;7457.0290780000005;12653.5
504000;1024;7003.52;12235.3;74.70214977611256%;7698.508841999999;12234.8
505000;1024;6989.63;14925.5;113.53776952428096%;7792.174649;14925.1
506000;1024;7064.52;12174.5;72.33301059378414%;7598.735397;12174.1
507000;1024;7041.93;15295.6;117.20749851248166%;7782.053053;15295.1
508000;1024;7116.15;13000.0;82.68305193117065%;7548.002063999999;12999.5
509000;1024;7026.39;12386.6;76.28682723276106%;7676.973538;12386.1
510000;1024;7075.38;14242.4;101.29519545239971%;7723.109476;14241.8
511000;1024;7144.74;13011.6;82.11439464557144%;7648.721662;13011.1
512000;1024;7151.14;17406.2;143.40454808603943%;7746.32526;17405.7
513000;1024;7178.92;14178.2;97.49767374479728%;7768.849246999999;14177.7
514000;1024;7101.11;14869.0;109.38979962287587%;7842.041357;14868.5
515000;1024;7104.62;13902.1;95.67689756806136%;7854.244654;13901.7
516000;1024;7126.53;15900.7;123.11980725542449%;7670.909535999999;15900.2
517000;1024;7145.74;14348.6;100.7993573793617%;7900.128716;14348.0
518000;1024;7138.33;12419.3;73.98046882113883%;7783.251837;12418.8
519000;1024;7163.1;14722.0;105.52554061788891%;7943.92587;14721.6
520000;1024;7280.01;14817.5;103.53680832855999%;7759.417821999999;14816.9
521000;1024;7280.84;13278.5;82.37593464490361%;7814.2944210000005;13277.6
522000;1024;7204.05;14287.0;98.31900111742699%;7926.530105;14286.5
523000;1024;7241.85;14094.3;94.6229209387104%;8014.1456800000005;14093.9
524000;1024;7359.33;15676.6;113.01667407223212%;7928.493098;15676.2
525000;1024;7242.02;15542.7;114.61829710495137%;7860.649273;15542.3
526000;1024;7272.61;16494.6;126.80440722106641%;7961.286688;16494.1
527000;1024;7358.74;14599.2;98.39265961292288%;8070.338858;14598.6
528000;1024;7374.37;13588.2;84.26252005256043%;7851.700481;13587.7
529000;1024;7312.36;18086.6;147.3428551110722%;7851.1319889999995;18086.0
530000;1024;7359.09;15599.1;111.97050178758514%;8080.020639;15598.7
531000;1024;7456.36;15931.2;113.65921173333906%;8190.406564;15930.7
532000;1024;7345.5;16780.7;128.44871009461576%;7870.412173;16780.2
533000;1024;7436.19;16699.5;124.570647065231%;7809.135116;16699.0
534000;1024;7371.63;13059.7;77.16163182362654%;8079.441621;13059.2
535000;1024;7394.47;14101.8;90.70737997449444%;7932.834003;14101.2
536000;1024;7461.59;12419.1;66.44039675189872%;8028.114729;12418.6
537000;1024;7387.9;16167.6;118.8389122754775%;7694.294756;16167.1
538000;1024;7519.03;13347.6;77.51757873023516%;7949.593544;13347.1
539000;1024;7470.77;14595.6;95.36941975191311%;7992.618581;14595.1
540000;1024;7546.48;17919.3;137.45242815193308%;8025.720068;17918.8
541000;1024;7572.16;16282.0;115.02451083970757%;7990.547238;16281.5
542000;1024;7571.78;14464.5;91.03169928339176%;8248.373237;14464.0
543000;1024;7611.55;18613.5;144.5428329315317%;8262.630224;18613.0
544000;1024;7589.34;15869.2;109.09855138918536%;8259.197415;15868.6
545000;1024;7553.03;16532.5;118.88566575268472%;8107.470074;16532.0
546000;1024;7549.12;15782.2;109.06012886270192%;8074.78938;15781.6
547000;1024;7650.17;15082.9;97.15771022081861%;8527.551658;15082.4
548000;1024;7672.21;15400.7;100.73355656323277%;8087.337568;15400.2
549000;1024;7592.36;16633.9;119.08734570015123%;8303.575124;16633.5
550000;1024;7625.53;13734.1;80.10682536164701%;8140.403671;13733.6
551000;1024;7582.77;13817.8;82.22628406242045%;8113.745687;13817.3
552000;1024;7603.31;16923.9;122.58595269691752%;8290.108443;16923.4
553000;1024;7717.55;16332.8;111.63192982228816%;8200.410116;16332.3
554000;1024;7731.74;15974.9;106.61455248107153%;8217.659176;15974.4
555000;1024;7695.24;16031.8;108.33398308564774%;8539.963468;16031.3
556000;1024;7693.14;16188.3;110.42513200071751%;8316.507131999999;16187.8
557000;1024;7694.41;15410.1;100.27656441494541%;8362.213206;15409.7
558000;1024;7692.64;17974.8;133.66230578838994%;8357.943663;17974.4
559000;1024;7737.58;15464.2;99.85835364545504%;8354.621671;15463.6
560000;1024;7803.9;16721.9;114.2761952357155%;7974.349277;16721.5
561000;1024;7767.84;17368.6;123.59626356876556%;8447.32726;17368.1
562000;1024;7868.67;16949.6;115.40616139703404%;8492.514879;16949.1
563000;1024;7800.84;16349.6;109.5876854287487%;8303.669027;16349.1
564000;1024;7882.82;18834.0;138.9246487931984%;8346.047531999999;18833.4
565000;1024;7889.17;14912.8;89.02875714428767%;8567.8627;14912.3
566000;1024;7936.69;16927.3;113.27908737773558%;8470.500673999999;16926.7
567000;1024;7927.23;15277.6;92.72305710822066%;8671.194335;15277.1
568000;1024;7862.55;19113.4;143.09416156336053%;8797.346883;19113.0
569000;1024;7895.72;15421.4;95.31341030330354%;8165.067354;15420.8
570000;1024;7933.53;15922.0;100.69250384129134%;8845.813664;15921.5
571000;1024;7923.33;10519.5;32.766147566742774%;8484.027465000001;10518.9
572000;1024;7967.94;13927.8;74.79800299701051%;8579.981955000001;13927.3
573000;1024;7932.18;16110.9;103.10809890849677%;8246.720494;16110.4
574000;1024;7994.27;17048.9;113.26400034024371%;8602.333504;17048.4
575000;1024;7957.92;15657.5;96.75367432695981%;8271.327158;15657.0
576000;1024;8056.5;16366.6;103.14776888226898%;8952.97026;16366.1
577000;1024;8080.79;15130.2;87.23664394199083%;8445.104172000001;15129.7
578000;1024;8000.54;15100.4;88.74225989745692%;8316.318100999999;15099.9
579000;1024;8025.35;15220.8;89.65901798675445%;8980.630427999999;15220.3
580000;1024;7989.87;15557.2;94.71155350462524%;8399.652429;15556.7
581000;1024;8039.12;16674.1;107.4120052941118%;9064.467532;16673.6
582000;1024;8031.13;18577.4;131.31738622086806%;8721.720239;18576.9
583000;1024;8112.56;18793.2;131.65560562880273%;8740.373029;18792.6
584000;1024;8160.5;19369.5;137.35677960909257%;8988.677556;19369.0
585000;1024;8119.81;20839.1;156.6451678056506%;8929.174663;20838.6
586000;1024;8210.22;12324.8;50.11534404680995%;8903.167836999999;12324.4
587000;1024;8197.71;18000.6;119.58083415978365%;8926.399789000001;18000.1
588000;1024;8169.69;18004.1;120.37678296238903%;9080.294093;18003.6
589000;1024;8226.55;17297.8;110.26797381648443%;8921.15991;17297.4
590000;1024;8127.98;16960.1;108.6631610806129%;8504.185826;16959.5
591000;1024;8256.02;14779.6;79.01603920533138%;8437.303375;14779.2
592000;1024;8184.24;18908.7;131.03794610128736%;9067.180631;18908.3
593000;1024;8198.0;16955.3;106.82239570626982%;8970.398705;16954.8
594000;1024;8274.22;16416.6;98.40661717962539%;8575.728729999999;16416.0
595000;1024;8312.62;16799.9;102.10114260004669%;9264.43458;16799.4
596000;1024;8200.39;19812.2;141.60070435674405%;8998.008224;19811.7
597000;1024;8351.08;17917.7;114.555482644161%;9196.180066;17917.2
598000;1024;8287.17;15233.3;83.81787751427808%;8693.479364;15232.8
599000;1024;8360.41;17747.6;112.28145509610172%;8656.89537;17747.0
600000;1024;8305.76;16406.0;97.52557261466741%;9125.763479;16405.5
601000;1024;8296.16;15448.3;86.21024666833812%;8658.795548;15447.9
602000;1024;8339.7;20863.5;150.17086945573578%;9032.065066;20863.0
603000;1024;8308.12;15102.4;81.7787899067418%;9319.164815;15101.5
604000;1024;8448.2;22429.4;165.4932411637982%;9451.239411;22428.9
605000;1024;8444.9;19653.4;132.72507667349527%;9023.711909;19653.0
606000;1024;8469.01;19235.9;127.13280536922262%;9079.445465;19235.4
607000;1024;8346.9;16684.7;99.8909774886485%;9291.726258;16684.1
608000;1024;8447.97;13879.7;64.2962747263544%;8701.506788;13879.1
609000;1024;8468.81;17768.0;109.80515562398969%;9011.978872;17767.5
610000;1024;8474.9;15316.8;80.73133606296238%;9027.816515;15316.3
611000;1024;8453.34;15307.7;81.0846363685833%;9149.758051;15307.2
612000;1024;8472.36;16699.4;97.10446676014712%;8726.501201000001;16698.9
613000;1024;8572.53;17174.4;100.34225602010143%;9233.431098;17173.9
614000;1024;8577.71;18252.0;112.78406474455305%;9153.433808;18251.4
615000;1024;8599.38;15928.6;85.22963283399503%;9146.594446000001;15928.2
616000;1024;8496.98;19256.2;126.62404760279537%;9215.171771000001;19255.7
617000;1024;8612.4;16137.1;87.3705355069435%;9380.943398000001;16136.6
618000;1024;8535.98;16996.1;99.11129126356903%;8800.127957;16995.6
619000;1024;8568.98;20196.1;135.68849501340884%;9389.240675;20195.6
620000;1024;8603.22;16586.4;92.7929310188511%;9241.28209;16586.0
621000;1024;8584.77;19057.4;121.99080464590199%;9373.274833;19057.0
622000;1024;8618.04;15082.2;75.00731024687747%;9211.0587;15081.7
623000;1024;8611.66;18589.7;115.86662734014116%;9490.963468;18589.2
624000;1024;8657.23;20064.4;131.76466375503483%;9342.025056;20063.9
625000;1024;8737.84;14608.4;67.18548291110847%;8989.943382;14607.9
626000;1024;8736.88;16965.7;94.1848806438912%;9450.521036;16965.0
627000;1024;8632.66;15980.2;85.11327910516574%;9423.087631999999;15979.8
628000;1024;8770.37;20357.9;132.1213358159348%;9424.322216;20357.4
629000;1024;8658.21;21047.1;143.0883519803747%;9323.671432;21046.5
630000;1024;8676.78;20681.5;138.3545508817787%;9639.640898;20681.0
631000;1024;8722.03;16589.5;90.20228089103108%;9088.117196;16589.0
632000;1024;8757.03;16402.3;87.30437145927327%;9300.359380999998;16401.8
633000;1024;8829.08;16628.4;88.33672364504571%;9474.948405;16627.9
634000;1024;8830.27;20464.6;131.75508789651954%;9481.460511000001;20464.0
635000;1024;8762.12;21911.6;150.07190040766386%;9552.01507;21911.1
636000;1024;8793.49;18674.7;112.36960524205976%;9551.456183;18674.2
637000;1024;8862.74;20544.9;131.81205812198036%;9553.100175;20544.4
638000;1024;8816.64;16290.0;84.76426393728225%;9587.676410999999;16289.6
639000;1024;8823.49;22913.6;159.68862660919885%;9577.658646999998;22913.1
640000;1024;8862.17;19533.4;120.41328478239531%;9748.876522999999;19532.9
641000;1024;8862.18;16189.1;82.67627152687037%;9588.323278000002;16188.6
642000;1024;8882.72;17019.4;91.60122124754582%;9165.064717;17019.0
643000;1024;8976.18;22732.7;153.25583934368518%;9687.858279;22732.2
644000;1024;8978.17;19347.2;115.49157567744874%;9609.066234;19346.7
645000;1024;8920.71;15981.3;79.14829649209537%;9722.250657;15980.8
646000;1024;8910.92;16918.3;89.86030623100643%;9480.62228;16917.7
647000;1024;8946.05;16578.5;85.31642456726713%;9770.559144;16578.0
648000;1024;8976.75;19616.7;118.52786364775672%;9692.755675999999;19616.3
649000;1024;8982.36;16828.6;87.35165368566832%;9342.766916;16828.0
650000;1024;8958.82;20275.0;126.31328679446625%;9712.978744;20274.5
651000;1024;9006.11;16175.7;79.60806607958375%;9284.287932;16175.3
652000;1024;9065.37;15516.3;71.16014018181275%;9734.242606;15515.8
653000;1024;9126.5;17140.5;87.81022297704487%;9624.586693;17140.1
654000;1024;9144.33;18209.7;99.13651410218137%;9664.507982000001;18209.2
655000;1024;9153.06;18720.2;104.52395155281404%;9745.339048;18719.6
656000;1024;9182.38;19440.9;111.71961953219103%;9855.752437;19440.4
657000;1024;9175.6;20737.7;126.00919830855747%;9763.837445000001;20737.3
658000;1024;9201.28;16104.9;75.02890902135353%;9878.837803;16104.5
659000;1024;9132.33;23296.0;155.09371649951328%;9939.069833;23295.4
660000;1024;9224.38;19792.8;114.57051856059704%;9384.591427000001;19792.3
661000;1024;9224.06;20982.2;127.47250126300133%;9956.591175000001;20981.7
662000;1024;9214.7;20235.2;119.59694835426002%;9470.910794;20234.7
663000;1024;9144.29;19211.4;110.09176218164558%;10053.267457;19210.9
664000;1024;9189.96;19664.1;113.97372785082851%;9881.566004;19663.5
665000;1024;9285.58;18872.5;103.24524693126331%;9864.613408;18872.0
666000;1024;9226.31;20744.7;124.84286784207339%;9861.612916;20744.2
667000;1024;9313.1;18533.5;99.00462788974669%;10048.988007;18533.0
668000;1024;9313.03;19245.0;106.64595733075055%;9987.818005;19244.4
669000;1024;9308.74;20321.7;118.3077408972643%;9901.579189999999;20321.0
670000;1024;9342.91;17510.0;87.4148418426379%;9935.893795;17509.5
671000;1024;9382.15;19511.9;107.96832282579156%;9945.269641;19510.9
672000;1024;9364.29;16530.9;76.53126932207354%;10036.866039999999;16530.3
673000;1024;9407.8;20165.2;114.34554306001405%;10136.458439;20164.7
674000;1024;9478.57;18408.5;94.21178511104523%;9662.395598;18408.0
675000;1024;9403.61;14072.3;49.647848007307815%;10247.92025;14071.8
676000;1024;9410.85;16380.1;74.05547851681835%;10016.063446;16379.7
677000;1024;9421.78;21840.5;131.80863913188375%;10027.645681;21840.1
678000;1024;9399.55;24169.7;157.13677782447036%;10185.500828;24169.2
679000;1024;9353.48;21770.9;132.7572197727477%;10137.108031;21770.2
680000;1024;9397.98;20605.6;119.25562727309485%;10139.795759999999;20605.1
681000;1024;9357.18;17796.8;90.1940541915406%;9757.803877;17796.3
682000;1024;9430.5;18377.2;94.86983723026351%;10461.030251;18376.6
683000;1024;9549.94;22214.2;132.61088551341683%;10203.188578000001;22213.6
684000;1024;9459.11;18695.8;97.64861599029928%;10141.21159;18695.3
685000;1024;9533.75;16809.3;76.31362265635242%;10129.782742000001;16808.7
686000;1024;9477.35;21630.7;128.23574100355057%;10280.104943;21630.2
687000;1024;9616.19;18398.2;91.32525459667498%;10219.565684000001;18397.7
688000;1024;9576.21;24062.0;151.268508104981%;10360.148044;24061.5
689000;1024;9516.06;16526.2;73.66641235973714%;10276.177569000001;16525.7
690000;1024;9629.98;19782.0;105.42098737484397%;10253.163703;19781.1
691000;1024;9661.94;22419.2;132.0362163292258%;10330.890946;22418.6
692000;1024;9547.29;22362.2;134.22562842440104%;10404.252883000001;22361.6
693000;1024;9671.36;18630.1;92.6316464282169%;9981.170399;18629.6
694000;1024;9561.05;17979.3;88.04733789698831%;10349.590986000001;17978.8
695000;1024;9559.48;24261.5;153.79518551218268%;10476.223868000001;24260.9
696000;1024;9698.34;24827.4;155.99638701056057%;10448.595591000001;24826.9
697000;1024;9632.26;16740.5;73.79618075093487%;10369.679180000001;16740.0
698000;1024;9592.7;20599.9;114.74558779071586%;10415.754484;20599.4
699000;1024;9649.99;22320.3;131.2986852836117%;10512.662822;22319.8
700000;1024;9748.73;17161.3;76.03626318505077%;9996.970023;17160.9
701000;1024;9818.24;20054.4;104.2565673684897%;10187.285280999999;20053.9
702000;1024;9702.33;16773.9;72.88527601102005%;10032.485751;16773.4
703000;1024;9779.99;22600.7;131.09123833459955%;10581.044512;22600.1
704000;1024;9758.13;18930.4;93.99618574460479%;10439.579934000001;18929.9
705000;1024;9705.23;19465.5;100.56711690500897%;10455.819778;19465.0
706000;1024;9723.76;19321.1;98.69988564094547%;10573.39982;19320.5
707000;1024;9795.27;16408.4;67.51350396671047%;10076.585591000001;16407.9
708000;1024;9866.89;20166.5;104.38557640756105%;10551.596367;20166.0
709000;1024;9793.23;17763.5;81.38550815206015%;10095.697616000001;17763.0
710000;1024;9830.93;23598.0;140.0383280116937%;10688.990795;23597.5
711000;1024;9839.15;18814.5;91.22078634841425%;10727.53346;18814.0
712000;1024;9908.48;18647.9;88.20141939025969%;10723.051017;18647.5
713000;1024;9950.64;18831.7;89.25114364503189%;10521.742801;18831.2
714000;1024;9882.33;17681.4;78.91934391990554%;10275.097853000001;17680.9
715000;1024;9975.67;23057.6;131.1383596289773%;10710.384537;23057.1
716000;1024;9904.3;21068.6;112.72174711993782%;10801.069634;21068.1
717000;1024;9877.49;20804.3;110.6233466194347%;10720.226073000002;20803.8
718000;1024;9906.52;18490.9;86.65384009722891%;10646.191342;18490.4
719000;1024;9927.32;22601.8;127.67272536797442%;10670.487452;22601.3
720000;1024;10073.58;21246.5;110.91310139989955%;10820.862049;21245.9
721000;1024;9975.85;23563.6;136.20643854909605%;10800.287730999999;23563.1
722000;1024;9982.89;18711.9;87.43970934268536%;10804.874693;18711.4
723000;1024;10102.45;17920.3;77.3856836707927%;10453.816374;17919.8
724000;1024;10011.95;21131.3;111.0607823650737%;10738.404220999999;21130.8
725000;1024;10024.42;20323.4;102.73891157792671%;10656.255308;20323.0
726000;1024;10140.36;19587.3;93.1617812385359%;10703.003321;19586.7
727000;1024;10057.81;23602.4;134.6673878309493%;10771.022895;23601.9
728000;1024;10036.73;19966.4;98.93331792326786%;11251.056206000001;19966.0
729000;1024;10186.19;21274.3;108.85434102446546%;11036.241837000001;21273.8
730000;1024;10101.33;16649.9;64.82878987222476%;10481.760584;16649.4
731000;1024;10160.64;21730.7;113.87137030738224%;10915.898154;21730.2
732000;1024;10191.25;20925.9;105.3320250214645%;11030.047112;20925.5
733000;1024;10096.08;24154.6;139.24731182795696%;10983.54352;24154.0
734000;1024;10194.31;17909.9;75.68525971841157%;11016.644196000001;17909.4
735000;1024;10261.03;19687.1;91.86280519596957%;11135.868521;19686.6
736000;1024;10289.59;24349.7;136.6440256608864%;10885.601636;24349.1
737000;1024;10167.5;17764.8;74.72141627735431%;10489.079518;17764.3
738000;1024;10283.77;18805.6;82.86678912499985%;10712.254663000002;18805.1
739000;1024;10290.57;20458.6;98.80920104522878%;11015.765417999999;20458.1
740000;1024;10252.26;21036.4;105.18792929558947%;11155.284219000001;21035.8
741000;1024;10346.04;20148.1;94.74214288752022%;10993.066443;20147.7
742000;1024;10340.36;23745.3;129.63707259708556%;11109.649753;23744.7
743000;1024;10370.9;18139.5;74.90767435805957%;10613.446711;18139.0
744000;1024;10212.0;19687.2;92.7849588719154%;11067.121078;19686.6
745000;1024;10360.6;24511.2;136.580892998475%;11061.555657;24510.6
746000;1024;10372.97;23945.7;130.84709586550431%;11208.992431;23945.2
747000;1024;10450.52;23068.6;120.74116886049686%;11215.569518;23068.2
748000;1024;10356.93;22191.1;114.26330003195926%;11312.894857;22190.6
749000;1024;10446.4;17901.2;71.36238321335581%;10693.751589000001;17900.6
750000;1024;10458.12;23044.5;120.35031152826701%;11355.843277;23044.0
751000;1024;10414.22;20751.8;99.26408314784977%;11329.870077;20751.3
752000;1024;10415.15;20443.9;96.29001982688682%;11248.357516;20443.5
753000;1024;10502.41;17833.5;69.80388310873408%;11452.476157;17832.9
754000;1024;10509.72;18289.9;74.02842321203612%;11326.673237;18289.4
755000;1024;10537.5;21436.4;103.4296559905101%;11384.489111;21435.9
756000;1024;10403.94;22466.2;115.93934605543667%;11236.945388;22465.6
757000;1024;10424.24;14420.1;38.332386821485315%;10886.904559;14419.6
758000;1024;10457.7;24027.6;129.75988984193464%;11425.569035;24027.1
759000;1024;10441.55;18659.2;78.70143800489393%;10836.059527;18658.7
760000;2048;10557.08;20958.1;98.52175033247829%;11354.975866;20957.3
761000;2048;10517.56;21337.7;102.87690300792201%;11432.29174;21336.6
762000;2048;10580.54;24437.6;130.96741754201577%;11452.338191;24436.8
763000;2048;10615.83;20357.3;91.76362093213625%;11477.979786;20356.6
764000;2048;10650.18;17950.8;68.54926395610214%;10881.636553999999;17950.0
765000;2048;10536.76;20530.2;94.8435762036907%;11359.362812;20529.3
766000;2048;10730.17;23254.7;116.72256823517242%;11500.988309999999;23253.6
767000;2048;10553.7;19924.3;88.78971356017318%;11365.758;19923.6
768000;2048;10551.95;19929.6;88.87125128530742%;11358.172346;19928.9
769000;2048;10619.45;19603.2;84.5971307365259%;11606.443081;19602.5
770000;2048;10678.25;21308.6;99.55142462482146%;11385.306334;21307.9
771000;2048;10738.9;19873.5;85.06085353248471%;11379.700171;19872.8
772000;2048;10791.91;20416.9;89.18708551127652%;11741.292363;20416.2
773000;2048;10783.82;22496.4;108.61253247921425%;11414.821994;22495.7
774000;2048;10988.26;24160.1;119.8719360481095%;12902.800031;24159.3
775000;2048;10679.42;18877.9;76.76896310848343%;11002.488357999999;18877.2
776000;2048;10794.47;18498.2;71.36737607311893%;11043.954947;18497.5
777000;2048;10824.53;26067.9;140.82246527100946%;11471.242307;26067.1
