iterations;buffer size;without trace;with trace;overhead ratio;trace time;decode time
88000;128;122.31;161.15;31.755375684735508%;123.555232;160.816
89000;128;125.04;151.365;21.053262955854127%;125.434454;150.958
90000;128;125.62;174.371;38.80831077853845%;126.545058;173.621
91000;128;128.37;234.27;82.4959102594064%;128.53896600000002;233.939
92000;128;127.7;234.895;83.94283476898983%;129.246271;234.503
93000;128;131.19;250.847;91.2089336077445%;131.868331;250.538
94000;128;131.89;184.919;40.20699067404658%;133.074635;184.599
95000;128;132.46;245.91;85.64849765967082%;133.437623;245.623
96000;256;134.44;213.339;58.687146682534966%;134.61282;212.954
97000;256;135.1;176.863;30.91265729089564%;134.747403;176.517
98000;256;136.65;291.428;113.26600804976215%;136.33198299999998;291.039
99000;256;138.86;205.083;47.69047961976089%;138.86828500000001;204.692
100000;256;140.73;270.136;91.95338591629364%;140.850639;269.776
101000;512;153.08;284.386;85.77606480271753%;147.509446;284.021
102000;512;152.89;293.142;91.73392635227943%;150.423544;292.638
103000;512;149.7;272.827;82.24916499666%;148.01575699999998;272.342
104000;512;148.67;279.291;87.85968924463579%;148.404315;278.879
105000;512;149.36;281.339;88.36301553294052%;149.412537;280.869
106000;512;148.06;285.302;92.69350263406729%;151.14101499999998;284.942
107000;512;149.91;284.423;89.72917083583484%;150.121387;284.03
108000;512;153.04;288.154;88.28672242550968%;156.717608;287.75
109000;512;153.72;286.814;86.58209731980226%;154.54492100000002;286.327
110000;512;155.06;286.072;84.49116471043467%;153.92375;285.712
111000;512;158.94;288.022;81.21429470240342%;158.961376;287.506
112000;512;158.07;285.345;80.5181248813817%;157.553262;284.895
113000;512;161.87;303.177;87.29659603385433%;160.872052;302.685
114000;512;157.49;224.094;42.29093910724489%;162.900177;223.731
115000;512;160.71;287.408;78.83641341546885%;161.02360099999999;287.03
116000;512;160.54;299.866;86.7858477637972%;163.422281;299.465
117000;512;162.37;296.407;82.55034797068423%;165.031144;296.024
118000;512;166.93;302.623;81.28736596178038%;167.162415;302.228
119000;512;167.23;307.829;84.07522573700894%;167.894636;307.36
120000;512;167.66;283.071;68.83633544077301%;169.369829;282.682
121000;512;168.12;310.166;84.49083987627884%;168.856565;309.728
122000;512;168.37;314.108;86.55817544693235%;169.874244;313.745
123000;512;173.56;232.078;33.71629407697626%;174.348807;231.717
124000;512;172.45;319.399;85.21252536967238%;175.128909;318.881
125000;512;174.65;317.464;81.77154308617234%;176.33483500000003;317.082
126000;512;176.98;317.241;79.252457904848%;177.34873;316.878
127000;512;178.09;324.601;82.26795440507608%;178.089972;324.197
128000;512;180.44;238.11;31.96076258035913%;182.508122;237.725
129000;512;181.72;329.475;81.30915694475019%;184.689951;329.12
130000;512;184.15;246.846;34.04615802335053%;186.62324199999998;246.468
131000;512;184.14;400.688;117.59965243836213%;184.792123;400.298
132000;512;189.88;357.943;88.51011164946281%;190.962873;357.541
133000;512;200.44;351.243;75.23598084214727%;197.361718;350.778
134000;512;192.33;353.445;83.77008267041022%;194.936269;352.917
135000;512;189.23;339.885;79.6147545315225%;191.087581;339.451
136000;512;194.45;341.363;75.5530984829005%;192.111698;341.003
137000;512;190.99;255.544;33.79967537567412%;193.984771;255.189
138000;512;194.8;341.714;75.41786447638601%;194.85110799999998;341.322
139000;512;194.71;337.583;73.37733038878332%;193.150889;337.227
140000;512;197.91;339.829;71.70885756151787%;194.567231;339.472
141000;512;198.36;254.113;28.106977213147804%;196.506832;253.714
142000;512;198.05;342.557;72.96490785155264%;199.611278;342.158
143000;512;198.89;290.944;46.283875509075386%;200.244003;290.589
144000;512;201.19;350.603;74.2646254784035%;201.255783;350.167
145000;512;203.45;451.69;122.01523715900713%;204.64265;451.194
146000;512;202.39;359.159;77.45886654478977%;204.149721;358.764
147000;512;205.34;353.642;72.22265510860036%;208.518728;353.271
148000;512;205.72;352.741;71.46655648454208%;208.223767;352.33
149000;512;208.02;344.778;65.74271704643785%;210.56225999999998;344.384
150000;512;209.95;440.517;109.81995713265064%;212.720317;440.131
151000;512;212.62;358.688;68.69908757407582%;209.960125;358.293
152000;512;213.34;452.975;112.32539608137246%;213.753244;452.524
153000;512;212.54;353.749;66.43878799284842%;215.41590599999998;353.334
154000;512;215.09;369.646;71.85643219117578%;215.24617;369.26
155000;512;216.54;369.724;70.74166435762446%;218.628188;369.294
156000;512;217.43;448.959;106.48438577933128%;218.851341;448.514
157000;512;216.87;444.334;104.88495411997971%;220.945825;443.875
158000;512;220.81;374.826;69.75046419999094%;219.862825;374.395
159000;512;224.04;377.302;68.40831994286735%;223.915925;376.917
160000;512;221.36;277.583;25.398897723165888%;224.449456;277.215
161000;512;222.68;326.545;46.643165079935336%;225.73496;326.077
162000;512;227.22;285.28;25.5523281401285%;225.754637;284.936
163000;512;228.41;282.501;23.681537585920047%;227.541309;282.114
164000;512;230.64;389.151;68.72658688865766%;228.97770799999998;388.789
165000;512;231.08;340.633;47.40912238185908%;230.51484299999998;340.211
166000;512;231.82;487.561;110.31878181347597%;233.355157;487.193
167000;512;234.05;392.463;67.68340098269601%;234.220123;392.049
168000;512;236.53;525.479;122.16167082399699%;241.08354699999998;525.117
169000;512;244.67;504.725;106.28806147055221%;244.551965;504.183
170000;512;236.69;510.713;115.77295196248258%;242.467024;510.242
171000;512;240.87;402.709;67.18935525387138%;241.619871;401.955
172000;512;239.63;477.841;99.40783708216834%;241.967662;477.453
173000;512;245.47;434.408;76.96989448812482%;250.39213600000002;434.045
174000;512;247.78;475.926;92.07603519250948%;251.211939;475.51
175000;512;243.5;403.657;65.77289527720738%;250.93757699999998;403.292
176000;512;247.93;350.076;41.19953212600331%;252.831542;349.697
177000;512;251.45;447.736;78.06164247365281%;288.8648;409.449
178000;512;250.57;315.778;26.023865586462875%;253.76749;315.368
179000;512;251.05;360.719;43.68412666799442%;251.116457;360.244
180000;512;251.64;522.392;107.59497695120015%;256.693314;521.918
181000;512;257.51;525.999;104.26352374665062%;253.10819;525.632
182000;512;256.79;499.805;94.6356945363916%;254.166542;499.414
183000;512;268.28;532.891;98.6323989861339%;258.25559000000004;532.511
184000;512;258.46;319.092;23.458949160411674%;261.31710200000003;318.731
185000;512;256.33;369.29;44.06819334451685%;259.818912;368.927
186000;512;264.41;552.723;109.04012707537534%;266.191296;552.365
187000;512;259.46;517.923;99.61574038387423%;264.34254699999997;517.572
188000;512;264.39;388.336;46.879987896667814%;263.038444;387.956
189000;512;264.65;333.046;25.843944832798044%;274.530226;332.59
190000;512;271.71;364.19;34.03628869014759%;275.66267700000003;363.767
191000;512;269.82;561.809;108.21621821955377%;280.640661;561.384
192000;512;268.44;370.432;37.99433765459694%;266.148522;369.994
193000;512;266.58;333.118;24.959861955135423%;277.899908;332.716
194000;512;277.31;570.209;105.62150661714324%;282.652055;569.74
195000;512;272.32;556.656;104.41245593419507%;269.230012;556.304
196000;512;275.18;551.284;100.33578021658549%;276.12806;550.923
197000;512;273.96;564.299;105.97861001606074%;273.057176;563.773
198000;512;278.39;389.427;39.88541255073819%;279.462663;389.068
199000;512;283.83;601.39;111.8838741500194%;286.321933;600.89
200000;512;284.48;558.003;96.148411136108%;285.23903800000005;557.499
201000;512;279.49;393.06;40.63472753944685%;279.689547;392.602
202000;512;282.79;530.992;87.76901587750625%;278.734667;530.573
203000;512;284.32;388.925;36.79129150253237%;279.84365399999996;388.503
204000;512;280.81;568.386;102.40945835262276%;286.764251;567.998
205000;512;284.01;389.202;37.03813246012464%;288.711232;388.825
206000;512;282.18;333.764;18.280530158055143%;282.39773;333.351
207000;512;286.86;560.076;95.24367287178414%;289.48817299999996;559.64
208000;512;290.43;577.398;98.8079743828117%;288.03808499999997;577.004
209000;512;291.82;405.712;39.0281680487972%;288.72679899999997;405.284
210000;512;289.87;419.395;44.68382378307516%;295.306416;419.0
211000;512;293.65;407.451;38.753958794483246%;296.464342;407.053
212000;512;293.41;404.235;37.77137793531236%;295.145538;403.772
213000;512;295.19;583.892;97.80209356685526%;299.518148;583.381
214000;512;292.94;411.211;40.37379668191439%;297.788892;410.819
215000;512;301.88;428.261;41.86464820458461%;301.413226;427.871
216000;512;301.73;402.154;33.282736221124836%;300.39626699999997;401.584
217000;512;300.7;610.435;103.00465580312603%;298.707965;610.042
218000;512;310.59;597.734;92.45114137609069%;308.41530800000004;597.28
219000;512;303.01;367.364;21.23824296227847%;305.686721;366.986
220000;512;304.89;482.315;58.193118829741884%;309.371261;481.946
221000;512;304.72;593.486;94.76437385140454%;306.802865;593.116
222000;512;309.76;603.216;94.7365702479339%;310.163395;602.856
223000;512;307.05;431.349;40.48168050806057%;309.665899;430.964
224000;512;310.64;613.904;97.62554725727531%;309.426385;613.512
225000;512;318.88;449.336;40.910687405920726%;314.348927;448.896
226000;512;316.09;440.508;39.36157423518619%;317.073594;440.115
227000;512;314.99;585.391;85.84431251785769%;317.45608;585.002
228000;512;317.09;622.858;96.4294049008168%;318.679049;622.416
229000;512;315.24;622.045;97.32426088059889%;319.76676000000003;621.612
230000;512;322.94;607.461;88.1033628537809%;324.37472299999996;607.022
231000;512;320.13;614.514;91.95764220785307%;319.00138;614.124
232000;512;322.15;608.193;88.79186714263543%;325.226127;607.822
233000;512;325.25;439.973;35.272252113758654%;325.967692;439.132
234000;512;322.84;605.853;87.66354850700037%;326.87994999999995;605.489
235000;512;326.22;631.436;93.56140028201827%;329.747403;630.628
236000;512;325.81;606.221;86.0658052239035%;325.455006;605.857
237000;512;328.41;452.696;37.844767211717055%;327.65137400000003;452.268
238000;512;330.44;637.986;93.07166202638906%;334.13829599999997;637.632
239000;512;341.95;461.263;34.89194326655944%;352.409499;460.888
240000;512;335.19;618.682;84.5765088457293%;346.51271;618.08
241000;512;341.11;406.608;19.201430623552515%;346.994407;406.152
242000;512;333.65;460.437;38.000000000000014%;344.641326;460.073
243000;512;342.37;479.589;40.079154131495166%;341.151188;479.098
244000;512;339.1;639.861;88.6938956060159%;338.64376;639.503
245000;512;338.79;460.98;36.06658992296112%;343.07092;460.562
246000;512;340.27;610.431;79.39606782848915%;343.68791300000004;610.028
247000;512;343.58;673.735;96.09261307410212%;352.513989;673.37
248000;512;348.29;463.014;32.93921731890091%;348.370259;462.333
249000;512;347.8;431.728;24.131109833237492%;351.518567;431.349
250000;512;355.25;469.359;32.120760028149185%;349.83498599999996;468.898
251000;512;347.93;624.221;79.40993878078923%;350.54645;623.849
252000;512;352.08;652.133;85.22296069075213%;352.29543;651.726
253000;512;355.44;664.274;86.88780103533648%;352.09862799999996;663.909
254000;512;354.95;640.229;80.37160163403298%;358.53954999999996;639.808
255000;512;353.34;663.305;87.72428822097696%;357.80142700000005;662.952
256000;512;358.95;514.029;43.20351023819474%;360.27470600000004;513.677
257000;512;360.86;696.946;93.1347336917364%;362.004573;696.548
258000;512;362.57;490.36;35.24560774471137%;358.87038299999995;489.965
259000;512;359.21;678.475;88.87976392639405%;358.699325;678.113
260000;512;359.06;647.311;80.27934050019496%;361.69015399999995;646.845
261000;512;360.99;651.098;80.36455303471008%;370.93420399999997;650.687
262000;512;369.2;523.877;41.89517876489707%;367.203509;523.482
263000;512;364.8;529.157;45.05400219298246%;371.503178;528.773
264000;512;368.38;505.36;37.18442912210218%;370.202815;504.947
265000;512;366.99;463.972;26.426333142592433%;371.936565;463.586
266000;512;366.69;426.052;16.18860617960676%;373.950798;425.545
267000;512;373.37;660.112;76.79835016203765%;370.170997;659.748
268000;512;375.02;706.777;88.46381526318598%;371.800601;706.422
269000;512;372.68;687.55;84.48803262852847%;374.617125;687.187
270000;512;376.36;731.71;94.41757891380593%;376.88982100000004;731.31
271000;512;376.52;518.699;37.76134069903325%;382.026202;518.294
272000;512;382.57;698.442;82.56580495072797%;384.762313;697.999
273000;512;376.92;660.527;75.24328770030776%;385.696233;660.16
274000;512;378.2;547.7;44.81755684822847%;389.035609;547.297
275000;512;379.3;603.132;59.01186395992616%;384.55716900000004;602.766
276000;512;380.83;720.711;89.2474332379277%;382.403256;720.327
277000;512;385.81;685.92;77.78699359788496%;393.51509100000004;685.474
278000;512;387.85;700.189;80.530875338404%;391.012541;699.771
279000;512;384.56;700.586;82.17859371749532%;395.28982199999996;700.235
280000;512;388.33;502.151;29.310380346612426%;394.74434099999996;501.681
281000;512;388.99;750.327;92.8910768914368%;405.31502;749.833
282000;512;390.98;530.503;35.68545705662694%;391.30087599999996;530.001
283000;512;390.47;626.913;60.553435603247365%;392.62084999999996;626.436
284000;512;391.46;557.658;42.45593419506464%;398.06500500000004;557.201
285000;512;395.88;491.944;24.26593917348692%;402.425187;491.551
286000;512;400.43;513.452;28.22515795519816%;400.375681;513.054
287000;512;402.19;727.29;80.83244237798056%;409.192179;726.931
288000;512;401.95;546.947;36.073392212961814%;399.11402;546.543
289000;512;397.58;542.81;36.52849740932641%;422.01896500000004;542.408
290000;512;398.77;548.876;37.64224991849939%;403.449634;548.517
291000;512;404.06;733.023;81.41439390189576%;406.631815;732.61
292000;512;402.92;751.593;86.53653330685991%;407.610604;751.17
293000;512;408.64;757.514;85.37441268598278%;414.774667;757.099
294000;512;411.45;643.337;56.35848827318022%;413.416157;642.979
295000;512;411.76;783.431;90.2639887312998%;417.894483;782.934
296000;512;411.16;542.793;32.01503064500437%;415.79213400000003;542.405
297000;512;411.64;757.991;84.13929647264601%;429.91633399999995;757.615
298000;512;417.62;547.603;31.124706671136426%;429.124556;547.144
299000;512;421.85;802.456;90.2230650705227%;422.546034;802.011
300000;512;417.62;759.068;81.76045208562807%;419.072081;758.712
301000;512;419.06;731.715;74.60864792631128%;415.852483;731.307
302000;512;421.32;769.529;82.6471565555872%;417.967392;769.121
303000;512;424.65;582.978;37.28435181914517%;431.59164200000004;582.59
304000;512;423.67;713.718;68.4608303632544%;424.1077;713.351
305000;512;421.08;783.136;85.98271112377695%;426.083321;782.703
306000;512;425.31;724.974;70.4577837342174%;424.259536;724.609
307000;512;426.83;494.283;15.80324719443339%;432.408791;493.9
308000;512;424.24;740.562;74.56204035451631%;425.588533;740.185
309000;512;426.6;766.597;79.69924988279418%;430.329721;766.215
310000;512;431.91;772.708;78.90486443935077%;434.00034899999997;772.293
311000;512;435.37;838.071;92.49626754255002%;442.79089;837.69
312000;512;432.32;689.736;59.54293116210214%;432.553619;689.362
313000;512;432.82;763.401;76.3784021071115%;436.65086599999995;762.987
314000;512;432.22;760.674;75.99231872657441%;440.331016;760.237
315000;512;433.98;558.957;28.79787086962532%;445.09458;558.595
316000;512;440.19;753.195;71.10679479315752%;440.11821;752.771
317000;512;438.51;769.685;75.52279309479829%;444.75039000000004;769.299
318000;512;440.33;785.279;78.3387459405446%;440.220063;784.884
319000;512;439.98;829.712;88.57948088549479%;450.09453099999996;829.231
320000;512;439.08;804.788;83.28960553885398%;448.883653;804.376
321000;512;443.84;721.334;62.521178803172305%;444.977531;720.945
322000;512;448.03;507.76;13.331696538178253%;453.62899899999996;507.281
323000;512;447.8;566.641;26.53885663242518%;457.91488899999996;566.261
324000;512;453.99;553.519;21.92317011387916%;450.48583099999996;553.121
325000;512;447.52;501.816;12.132642116553448%;450.800431;501.374
326000;512;452.81;755.161;66.77215609195909%;451.70905700000003;754.757
327000;512;451.36;818.692;81.3833746898263%;461.97745;818.321
328000;512;455.84;844.506;85.26368901368902%;466.88917;844.049
329000;512;453.22;863.128;90.44349322624774%;464.774554;862.747
330000;512;461.96;632.815;36.98480387912375%;479.41889199999997;632.443
331000;512;456.02;819.836;79.78071137230825%;471.527429;819.016
332000;512;458.65;760.317;65.77281151204623%;480.15230099999997;759.855
333000;512;467.22;934.232;99.95548135781857%;489.446544;933.667
334000;512;467.67;828.108;77.07101161075116%;483.334512;827.601
335000;512;467.92;616.28;31.706274576850735%;483.039284;615.757
336000;512;471.11;796.883;69.15009233512343%;482.841581;796.474
337000;512;474.62;809.809;70.62260334583456%;474.570078;809.449
338000;512;467.61;823.646;76.13951797438034%;482.351886;823.215
339000;512;474.63;798.415;68.21840170237869%;491.9741;798.053
340000;512;472.38;599.993;27.01490325585335%;493.586269;599.247
341000;512;477.84;670.091;40.23334170433619%;505.415527;669.56
342000;512;476.32;862.941;81.1683322136379%;489.567241;862.544
343000;512;481.15;843.187;75.24410267068482%;491.863778;842.731
344000;512;479.85;792.085;65.0692924872356%;495.549971;791.698
345000;512;482.53;624.85;29.494539199635266%;492.757901;624.487
346000;512;485.35;836.446;72.33872463170907%;494.266628;836.082
347000;512;489.22;928.568;89.80581333551366%;497.414494;928.026
348000;512;490.89;746.929;52.15812096396342%;492.9434;746.558
349000;512;491.07;873.976;77.97381228745392%;503.309148;873.584
350000;512;488.91;810.863;65.85117915362746%;502.545258;810.482
351000;512;491.1;633.455;28.986968030950926%;506.66988799999996;633.077
352000;512;495.16;818.528;65.30575975442281%;502.025522;818.115
353000;512;489.97;848.281;73.1291711737453%;509.662244;847.488
354000;512;498.64;783.519;57.13119685544682%;500.762137;783.095
355000;512;490.77;824.438;67.98867086415225%;509.207682;824.05
356000;512;495.77;995.226;100.7434899247635%;510.099583;994.799
357000;512;504.31;653.852;29.65279292498661%;514.613814;653.491
358000;512;500.75;635.387;26.887069395906128%;524.432087;635.018
359000;512;498.81;632.986;26.899220143942582%;523.322397;632.592
360000;512;504.28;862.85;71.10533830411677%;523.073245;862.388
361000;512;509.0;815.682;60.25186640471512%;518.677305;815.262
362000;512;505.03;886.857;75.60481555551156%;520.832204;886.403
363000;512;507.08;624.64;23.183718545397177%;516.534257;624.088
364000;512;504.55;574.937;13.950450896838767%;523.8316679999999;574.447
365000;512;515.12;612.103;18.827263550240712%;518.741248;611.614
366000;512;508.69;896.997;76.33470286421985%;518.3179809999999;896.639
367000;512;515.92;876.657;69.92111180027914%;523.244206;876.291
368000;512;518.38;788.939;52.193178749180134%;522.5205679999999;788.566
369000;512;520.74;653.68;25.52905480662134%;528.00418;653.307
370000;512;520.11;587.583;12.972832670012105%;527.726541;587.185
371000;512;523.53;910.262;73.8700743032873%;530.414176;909.864
372000;512;517.94;796.656;53.81241070394252%;544.456999;796.257
373000;512;519.74;657.519;26.509216146534804%;534.715406;657.123
374000;512;526.24;669.368;27.198236546062642%;545.935178;668.97
375000;512;526.55;900.168;70.95584464913115%;543.208222;899.61
376000;512;530.61;915.703;72.57552628107273%;529.763864;915.233
377000;512;527.55;826.44;56.656241114586315%;531.4013719999999;825.97
378000;512;536.44;602.399;12.295690105137561%;541.96102;601.994
379000;512;532.62;873.937;64.08264804175585%;538.937639;873.491
380000;1024;544.37;1120.15;105.76997262891051%;555.046556;1119.66
381000;1024;530.39;766.185;44.45690906691302%;545.58729;765.738
382000;1024;536.08;1119.6;108.8494254588867%;552.803625;1119.0
383000;1024;539.16;1142.61;111.92410416202982%;546.011624;1142.14
384000;1024;534.17;1101.32;106.17406443641538%;546.122131;1100.76
385000;1024;535.05;744.826;39.206803102513796%;551.011508;744.275
386000;1024;545.24;880.607;61.50814320299317%;555.260336;880.066
387000;1024;539.05;745.672;38.330767090251385%;550.1184099999999;745.163
388000;1024;538.78;768.293;42.59864879913881%;557.7535429999999;767.804
389000;1024;540.03;1118.12;107.04775660611448%;555.1015140000001;1117.56
390000;1024;546.93;1084.09;98.21366536851151%;553.6745900000001;1083.64
391000;1024;548.55;1135.92;107.07683893902109%;559.1557779999999;1135.44
392000;1024;544.29;769.966;41.46245567620204%;566.856804;769.486
393000;1024;552.87;752.646;36.1343534646481%;561.988745;752.039
394000;1024;554.43;1134.68;104.65703515322045%;565.595009;1134.06
395000;1024;554.47;804.671;45.12435298573413%;569.4053510000001;804.228
396000;1024;554.56;1099.14;98.2003750721293%;572.277524;1098.59
397000;1024;557.15;1148.38;106.11684465583777%;564.7551480000001;1147.89
398000;1024;559.57;1138.92;103.5348571224333%;570.665784;1138.41
399000;1024;560.99;1113.65;98.51512504679229%;577.633591;1113.16
400000;1024;561.77;1142.53;103.38038699111736%;580.3572999999999;1141.96
401000;1024;564.2;1129.94;100.27295285359801%;577.601703;1129.48
402000;1024;565.19;1171.42;107.26127496947927%;583.932874;1170.93
403000;1024;569.24;802.535;40.983592157965%;574.215397;802.047
404000;1024;562.17;801.947;42.652044755145255%;583.622451;801.36
405000;1024;570.01;802.0;40.69928597743899%;581.303559;801.45
406000;1024;570.68;802.645;40.647122730777326%;582.316765;802.108
407000;1024;569.52;1149.95;101.9156482652058%;580.9033519999999;1149.46
408000;1024;573.81;1146.95;99.88323661142192%;581.3361259999999;1146.44
409000;1024;571.07;1166.63;104.28844099672546%;587.831612;1166.07
410000;1024;574.09;1140.01;98.57687818983085%;592.665722;1139.54
411000;1024;577.99;1167.73;102.03290714372221%;584.156629;1167.29
412000;1024;575.19;825.83;43.575166466732725%;591.181818;825.346
413000;1024;582.68;808.99;38.83950024026912%;599.4657579999999;808.398
414000;1024;586.26;820.051;39.878381605431045%;587.376363;819.591
415000;1024;579.0;1149.11;98.46459412780655%;602.977151;1148.64
416000;1024;586.25;831.303;41.800085287846485%;603.649134;830.77
417000;1024;590.4;812.815;37.67191734417346%;590.873755;812.204
418000;1024;583.99;811.552;38.966763129505644%;590.975319;810.976
419000;1024;590.45;803.698;36.11618257261409%;599.018613;803.198
420000;1024;592.91;1176.01;98.34544871902989%;606.230184;1175.5
421000;1024;591.23;1135.14;91.99634659946216%;604.048943;1134.62
422000;1024;588.4;816.773;38.81254248810334%;600.444552;816.31
423000;1024;601.09;832.852;38.556954865327974%;605.13337;832.334
424000;1024;597.71;1283.05;114.66095598199794%;601.048472;1282.52
425000;1024;599.28;828.816;38.301962354825804%;605.362792;828.317
426000;1024;600.47;1192.16;98.53781204722968%;612.357402;1191.67
427000;1024;600.18;1201.41;100.17494751574532%;615.2588519999999;1200.85
428000;1024;607.85;1193.95;96.42181459241588%;616.961803;1193.49
429000;1024;600.89;1173.84;95.3502304914377%;614.509568;1173.3
430000;1024;600.04;849.547;41.58172788480769%;613.381682;848.726
431000;1024;607.36;1238.34;103.88896206533191%;631.063223;1237.81
432000;1024;606.98;1156.65;90.55817325117798%;615.3377310000001;1156.18
433000;1024;611.03;824.5;34.93609151760143%;625.525157;823.587
