iterations;buffer size;without trace;with trace;overhead ratio;trace time;decode time
181000;256;2.72;287.64;10474.999999999996%;2.979473;287.283
182000;256;2.66;291.391;10854.54887218045%;3.04107;291.072
183000;256;2.76;292.693;10504.81884057971%;3.570397;292.244
184000;256;2.68;293.525;10852.425373134327%;3.345579;293.214
185000;256;2.7;293.895;10785.0%;3.408656;293.54
186000;256;2.71;296.059;10824.68634686347%;3.427;295.739
187000;256;3.14;297.6;9377.707006369428%;3.170381;297.19
188000;256;2.84;307.305;10720.598591549297%;3.082522;306.937
189000;256;3.13;299.709;9475.367412140575%;3.192262;299.365
190000;512;2.82;328.745;11557.624113475178%;3.083059;328.39
191000;512;2.82;332.385;11686.702127659575%;3.206559;331.994
192000;512;3.32;329.253;9817.259036144578%;3.159877;328.906
193000;512;2.99;330.557;10955.418060200667%;3.148838;330.202
194000;512;2.84;336.082;11733.87323943662%;3.277863;335.641
195000;512;2.88;339.216;11678.333333333334%;3.3455;338.753
196000;512;3.26;335.766;10199.570552147241%;3.4277189999999997;335.21
197000;512;2.84;340.989;11906.654929577466%;3.145086;340.59
198000;512;2.89;340.562;11684.152249134948%;3.220683;340.194
199000;512;2.95;339.738;11416.542372881355%;3.227983;339.375
200000;512;3.01;345.369;11374.053156146181%;3.364472;344.96
201000;512;2.97;343.369;11461.24579124579%;3.304443;343.01
202000;512;2.99;346.956;11503.879598662206%;3.3685180000000003;346.598
203000;512;3.01;348.636;11482.591362126248%;3.3413009999999996;348.273
204000;512;3.04;350.174;11418.881578947367%;3.881947;349.779
205000;512;3.12;352.23;11189.423076923078%;3.460676;351.729
206000;512;2.98;352.264;11720.939597315435%;3.8722239999999997;351.409
207000;512;3.05;355.737;11563.508196721312%;3.305262;355.385
208000;512;3.49;354.081;10045.587392550144%;3.4879610000000003;353.737
209000;512;3.1;358.582;11467.16129032258%;3.917382;357.715
210000;512;3.05;357.696;11627.737704918034%;4.007939;356.903
211000;512;3.08;357.117;11494.707792207793%;3.858512;356.726
212000;512;3.14;359.37;11344.904458598727%;3.4257999999999997;358.985
213000;512;3.09;361.879;11611.29449838188%;3.56661;361.459
214000;512;3.1;362.738;11601.225806451612%;3.65863;362.291
215000;512;3.1;363.912;11639.096774193547%;3.441779;363.457
216000;512;3.1;371.556;11885.677419354837%;3.522372;371.203
217000;512;3.19;370.927;11527.80564263323%;4.21704;370.456
218000;512;3.18;370.232;11542.51572327044%;4.017418999999999;369.788
219000;512;3.16;369.068;11579.367088607592%;3.55407;368.677
220000;512;3.26;427.393;13010.214723926381%;54.781819999999996;376.637
221000;512;3.8;373.876;9738.842105263157%;3.648248;373.482
222000;512;3.68;376.47;10130.16304347826%;3.7159519999999997;376.024
223000;512;3.23;377.671;11592.600619195046%;3.616987;377.251
224000;512;3.27;383.352;11623.302752293577%;3.614603;383.014
225000;512;3.28;377.047;11395.335365853662%;3.991324;376.697
226000;512;3.27;383.466;11626.78899082569%;4.153175;382.573
227000;512;3.28;384.992;11637.560975609758%;3.713635;384.615
228000;512;3.59;394.011;10875.23676880223%;4.422541;393.509
229000;512;3.36;385.707;11379.375%;3.810282;385.204
230000;512;3.45;388.169;11151.27536231884%;3.8367679999999997;387.696
231000;512;3.49;386.324;10969.45558739255%;4.137431;385.886
232000;512;3.42;390.066;11305.438596491227%;3.7030070000000004;389.69
233000;512;3.38;398.123;11678.78698224852%;3.714603;397.741
234000;512;3.53;401.633;11277.705382436261%;3.9087;401.173
235000;512;3.52;403.756;11370.34090909091%;4.195007;403.344
236000;512;3.43;402.279;11628.250728862973%;3.7594510000000003;401.944
237000;512;3.81;406.232;10562.25721784777%;3.77575;405.885
238000;512;3.82;403.921;10473.848167539269%;4.207964;403.502
239000;512;3.47;417.983;11945.619596541785%;5.150097;417.577
240000;512;3.49;407.124;11565.444126074499%;3.964105;406.626
241000;512;3.51;403.102;11384.387464387464%;3.9048179999999997;402.717
242000;512;4.08;416.553;10109.632352941177%;4.068276;416.061
243000;512;3.63;420.29;11478.236914600551%;6.26659;417.753
244000;512;3.57;412.513;11454.985994397759%;4.391951;412.069
245000;512;4.11;404.928;9752.262773722627%;3.898755;404.555
246000;512;3.68;407.676;10978.152173913042%;3.97853;407.279
247000;512;3.72;409.656;10912.258064516127%;3.951367;409.295
248000;512;3.61;413.626;11357.783933518005%;4.122875;413.224
249000;512;3.54;416.257;11658.67231638418%;4.347303;415.876
250000;512;3.75;416.204;10998.773333333334%;4.107562;415.726
251000;512;4.3;416.551;9587.232558139534%;4.123214;416.179
252000;512;3.84;415.841;10729.192708333336%;4.105774;415.386
253000;512;4.23;417.995;9781.678486997635%;4.069752;417.621
254000;512;3.8;417.664;10891.157894736843%;4.448402000000001;417.24
255000;512;3.9;421.27;10701.794871794873%;4.108914;420.902
256000;512;3.76;422.82;11145.212765957447%;4.208705;422.419
257000;512;3.89;424.092;10802.10796915167%;4.392059;423.458
258000;512;3.96;429.052;10734.646464646465%;4.209012;428.612
259000;512;3.8;428.927;11187.552631578948%;4.166282;428.536
260000;512;3.85;434.367;11182.25974025974%;4.214611;433.998
261000;512;3.91;430.097;10899.923273657289%;4.187583;429.675
262000;512;3.91;436.052;11052.225063938618%;4.223063;435.598
263000;512;4.27;434.443;10074.309133489463%;4.473166999999999;434.068
264000;512;3.99;433.606;10767.318295739347%;4.183954;433.236
265000;512;3.86;439.314;11281.191709844561%;5.005888;438.927
266000;512;3.87;446.853;11446.589147286822%;4.6268389999999995;446.089
267000;512;3.92;442.455;11187.117346938776%;4.243812999999999;442.047
268000;512;4.1;443.295;10712.073170731708%;4.443509;442.934
269000;512;3.9;445.753;11329.564102564103%;4.342596;445.349
270000;512;3.92;449.033;11354.923469387755%;4.309108;448.635
271000;512;3.96;454.134;11368.030303030304%;4.362454;453.692
272000;512;3.94;448.97;11295.17766497462%;4.713983;448.56
273000;512;4.1;446.442;10788.829268292684%;5.530755;446.083
274000;512;4.02;448.68;11061.194029850747%;4.740139999999999;448.336
275000;512;4.02;452.85;11164.92537313433%;4.645748;452.491
276000;512;4.2;452.858;10682.333333333334%;4.449113;452.456
277000;512;4.02;453.82;11189.054726368162%;4.441216;453.409
278000;512;4.47;456.246;10106.845637583892%;4.6235159999999995;455.876
279000;512;4.17;455.519;10823.717026378898%;4.8068029999999995;455.149
280000;512;4.09;462.844;11216.479217603914%;4.877275;462.427
281000;512;4.2;458.004;10804.857142857143%;4.649483999999999;457.471
282000;512;4.44;459.255;10243.58108108108%;4.699756;458.834
283000;512;4.16;473.797;11289.350961538461%;4.657734;473.332
284000;512;4.21;467.799;11011.615201900237%;4.6715029999999995;467.33
285000;512;4.69;466.498;9846.652452025586%;4.673083999999999;466.138
286000;512;4.15;478.333;11426.096385542169%;4.949422;477.965
287000;512;4.36;468.46;10644.495412844035%;4.662167;467.933
288000;512;4.34;470.918;10750.645161290324%;5.093731;470.439
289000;512;4.17;473.316;11250.5035971223%;5.726850000000001;472.138
290000;512;4.23;474.257;11111.749408983449%;4.9387039999999995;473.856
291000;512;4.18;475.369;11272.464114832537%;4.757986000000001;474.821
292000;512;4.19;477.784;11302.959427207637%;4.774172;477.262
293000;512;4.23;480.531;11260.070921985814%;5.076828;480.09
294000;512;4.68;479.185;10138.995726495727%;4.864236;478.766
295000;512;4.25;483.229;11270.094117647059%;5.021141;482.837
296000;512;4.67;492.288;10441.498929336189%;4.907432;491.83
297000;512;4.63;497.771;10650.99352051836%;5.056774;497.404
298000;512;4.75;493.732;10294.357894736842%;5.325071;493.33
299000;512;4.29;495.868;11458.694638694638%;4.777772000000001;495.482
300000;512;4.5;508.887;11208.6%;5.107688;508.462
301000;512;4.6;490.845;10570.54347826087%;5.227618;490.013
302000;512;4.82;491.504;10097.178423236513%;5.061983000000001;491.012
303000;512;4.36;495.822;11272.064220183485%;4.79998;495.369
304000;512;4.39;494.831;11171.776765375856%;5.1446369999999995;494.422
305000;512;4.8;500.021;10317.104166666666%;6.250299999999999;499.653
306000;512;4.59;495.11;10686.710239651416%;5.172066;494.703
307000;512;4.51;501.137;11011.685144124169%;4.780256;500.722
308000;512;4.62;502.256;10771.34199134199%;5.261226000000001;501.829
309000;512;4.45;502.983;11202.988764044943%;5.012326;502.526
310000;512;4.8;506.683;10455.895833333334%;5.235697;506.182
311000;512;4.73;507.047;10619.809725158562%;5.005391;506.595
312000;512;4.46;507.612;11281.434977578476%;4.842402;507.233
313000;512;4.71;509.21;10711.252653927813%;5.233742;508.832
314000;512;4.79;509.732;10541.586638830899%;5.273026;509.336
315000;512;4.91;513.959;10367.596741344194%;5.0720540000000005;513.573
316000;512;4.72;515.198;10815.21186440678%;5.371345;514.709
317000;512;4.61;517.813;11132.386117136659%;5.582817;517.374
318000;512;4.96;519.448;10372.74193548387%;5.0379309999999995;519.071
319000;512;5.04;520.663;10230.61507936508%;4.942584;520.307
320000;512;4.86;533.768;10882.880658436214%;5.274476999999999;533.408
321000;512;4.73;526.899;11039.51374207188%;5.921558999999999;526.179
322000;512;4.62;522.97;11219.69696969697%;5.417475;522.515
323000;512;4.94;522.851;10484.02834008097%;5.802828;522.386
324000;512;4.63;524.049;11218.552915766739%;5.3521410000000005;523.645
325000;512;4.87;524.669;10673.490759753593%;5.0511930000000005;524.242
326000;512;4.74;530.237;11086.434599156117%;5.131926;529.796
327000;512;4.92;529.789;10668.069105691058%;5.1345279999999995;529.422
328000;512;4.74;535.668;11201.012658227848%;5.111969;535.277
329000;512;4.87;532.405;10832.340862422998%;5.251225;531.906
330000;512;4.8;536.924;11085.916666666668%;5.304835;536.348
331000;512;4.72;538.435;11307.521186440677%;5.545209000000001;538.004
332000;512;4.84;550.014;11263.925619834712%;5.649069000000001;549.563
333000;512;4.77;542.615;11275.576519916145%;5.3076929999999996;542.146
334000;512;4.95;543.396;10877.696969696968%;5.350738;542.817
335000;512;5.1;545.78;10601.56862745098%;5.73736;545.356
336000;512;5.26;544.621;10254.011406844107%;5.571499;544.077
337000;512;4.8;546.286;11280.958333333334%;5.377114;545.9
338000;512;5.05;550.041;10791.900990099011%;5.756681;549.607
339000;512;4.88;546.913;11107.233606557378%;5.727888;546.424
340000;512;5.24;552.624;10446.259541984733%;5.421282;552.133
341000;512;4.85;554.551;11334.041237113404%;5.20654;554.208
342000;512;5.12;554.327;10726.69921875%;5.661682;553.928
343000;512;5.19;556.626;10624.971098265894%;5.88723;556.125
344000;512;5.11;554.043;10742.328767123287%;5.724251000000001;553.666
345000;512;4.99;565.489;11232.44488977956%;5.811358;565.122
346000;512;5.23;561.866;10643.135755258125%;5.726052999999999;561.49
347000;512;5.01;559.169;11061.057884231537%;5.511228;558.811
348000;512;5.34;567.873;10534.32584269663%;5.598539000000001;567.332
349000;512;5.18;563.572;10779.768339768341%;5.8474140000000006;563.128
350000;512;5.45;565.085;10268.532110091743%;5.529568;564.714
351000;512;5.05;569.851;11184.178217821784%;5.923341;569.061
352000;512;5.26;587.262;11064.67680608365%;5.870558;586.888
353000;512;5.11;579.892;11248.180039138942%;7.417121;579.487
354000;512;5.16;570.293;10952.18992248062%;5.565136;569.837
355000;512;5.08;569.449;11109.625984251967%;5.506685;569.058
356000;512;5.22;575.407;10923.122605363986%;5.926635;574.997
357000;512;5.16;581.813;11175.445736434109%;5.823515;581.451
358000;512;5.46;581.921;10557.893772893773%;5.778921;581.434
359000;512;5.53;590.5;10578.119349005425%;6.151089;590.075
360000;512;5.7;590.759;10264.19298245614%;6.09917;590.249
361000;512;5.3;583.207;10903.90566037736%;5.662778;582.815
362000;512;5.52;582.414;10450.978260869566%;5.791705;581.99
363000;512;5.34;592.65;10998.314606741571%;6.070812999999999;592.216
364000;512;5.64;588.471;10333.882978723404%;5.819477;588.097
365000;512;5.68;591.546;10314.54225352113%;6.236096;591.008
366000;512;5.26;589.188;11101.292775665399%;5.8054049999999995;588.721
367000;512;5.43;589.747;10760.902394106815%;5.948232;589.275
368000;512;5.38;593.187;10925.780669144982%;6.107778000000001;592.739
369000;512;5.26;595.377;11218.954372623573%;5.9704299999999995;594.901
370000;512;5.74;601.569;10380.296167247385%;5.868717;601.188
371000;512;5.7;600.169;10429.280701754386%;5.881955;599.816
372000;512;5.52;595.163;10681.938405797102%;6.124737;594.752
373000;512;5.52;600.194;10773.079710144928%;7.669915;599.678
374000;512;5.6;600.564;10624.357142857143%;6.095815;600.136
375000;512;5.55;601.274;10733.765765765767%;6.122542;600.863
376000;512;5.43;610.48;11142.725598526706%;6.0983540000000005;610.122
377000;512;5.34;603.852;11208.08988764045%;5.8095;603.462
378000;512;5.48;607.378;10983.540145985402%;6.000855;606.955
379000;512;5.44;608.159;11079.393382352939%;6.031828000000001;607.692
380000;1024;5.44;671.194;12238.124999999998%;6.309756;670.578
381000;1024;5.43;670.041;12239.613259668511%;6.12965;669.548
382000;1024;5.53;665.006;11925.424954792043%;6.553883;664.525
383000;1024;5.71;667.771;11594.763572679509%;5.918604;667.299
384000;1024;5.85;667.289;11306.649572649572%;6.439074000000001;666.765
385000;1024;5.49;698.429;12621.83970856102%;6.615022;697.899
386000;1024;5.56;669.34;11938.489208633096%;5.946466;668.891
387000;1024;6.03;675.808;11107.429519071311%;6.005815;675.353
388000;1024;5.75;686.805;11844.434782608696%;6.495709000000001;686.28
389000;1024;5.51;689.523;12414.029038112523%;6.16968;688.958
390000;1024;5.72;944.301;16408.75874125874%;6.590108;943.843
391000;1024;6.05;682.309;11177.834710743802%;6.12145;681.837
392000;1024;5.62;681.464;12025.693950177938%;6.569508000000001;680.79
393000;1024;6.1;681.494;11072.032786885247%;6.277871;680.997
394000;1024;5.78;692.187;11875.553633217993%;6.375448;691.45
395000;1024;6.17;687.68;11045.54294975689%;6.645815;686.726
396000;1024;6.14;690.169;11140.537459283389%;6.2956520000000005;689.643
397000;1024;6.1;687.382;11168.55737704918%;6.241479999999999;686.788
398000;1024;6.28;705.903;11140.49363057325%;6.214024;705.352
399000;1024;5.94;696.604;11627.340067340067%;6.186039999999999;696.159
400000;1024;5.61;693.02;12253.297682709446%;6.5074629999999996;692.569
401000;1024;6.13;704.667;11395.383360522024%;6.56109;704.07
402000;1024;6.23;710.334;11301.829855537719%;6.338324;709.808
403000;1024;5.98;699.12;11590.969899665552%;6.317372;698.652
404000;1024;6.22;706.029;11250.948553054663%;6.183982;705.571
405000;1024;5.89;704.865;11867.147707979628%;6.36822;704.289
406000;1024;5.99;705.667;11680.751252086811%;6.759646;705.209
407000;1024;5.83;705.422;11999.862778730703%;6.645556;704.94
408000;1024;5.86;723.603;12248.174061433445%;6.7384949999999995;723.122
409000;1024;5.93;706.935;11821.33220910624%;6.832938;706.445
410000;1024;5.81;717.248;12245.060240963858%;6.975772;716.756
411000;1024;6.2;709.726;11347.193548387095%;6.743545;709.266
412000;1024;5.96;715.901;11911.761744966443%;6.8342849999999995;715.429
413000;1024;5.95;716.497;11941.966386554619%;7.6382259999999995;716.044
414000;1024;6.25;717.121;11373.936%;6.460979;716.606
415000;1024;5.85;735.589;12474.170940170941%;6.721227;734.704
416000;1024;5.98;725.196;12027.023411371236%;6.451396;724.729
417000;1024;6.55;726.793;10996.076335877864%;6.49763;726.194
418000;1024;6.56;727.262;10986.310975609756%;6.600444;726.706
419000;1024;6.04;721.646;11847.781456953642%;7.039109;721.187
420000;1024;6.0;726.694;12011.566666666666%;7.326458;726.169
421000;1024;5.98;730.651;12118.24414715719%;6.654309;729.999
422000;1024;5.99;738.556;12229.816360601002%;7.025943000000001;738.117
423000;1024;6.0;736.18;12169.666666666666%;7.208416000000001;735.693
424000;1024;6.17;760.625;12227.795786061588%;7.252946000000001;760.155
425000;1024;6.13;734.095;11875.448613376835%;6.692821;733.472
426000;1024;6.13;739.131;11957.601957585644%;7.151272;738.673
427000;1024;6.04;741.351;12174.023178807947%;7.582643;740.807
428000;1024;6.66;745.087;11087.492492492493%;6.621967000000001;744.636
429000;1024;6.32;756.301;11866.787974683544%;7.439342;755.796
430000;1024;6.28;737.797;11648.359872611465%;7.014661;737.3
431000;1024;6.06;761.955;12473.51485148515%;6.863007;761.487
432000;1024;6.49;752.223;11490.493066255778%;6.618094;751.75
433000;1024;6.34;745.139;11652.981072555205%;7.5919799999999995;744.009
